compound_id	smiles	library	compound_code	compound_name	coadd_project_id	coadd_cc50_ma_007_ug_ml	coadd_mic_gn_034_ug_ml	coadd_mic_gn_042_ug_ml	coadd_mic_gp_020_ug_ml	coadd_mic_gn_001_ug_ml	coadd_mic_gn_003_ug_ml	coadd_mic_fg_001_ug_ml	coadd_mic_fg_002_ug_ml	coadd_hc10_ha_150_ug_ml	coadd_mic_gn_034_um	coadd_mic_gn_042_um	coadd_mic_gn_003_um	coadd_mic_fg_002_um	coadd_mic_gn_001_um	coadd_mic_fg_001_um	coadd_mic_gp_020_um	coadd_cc50_ma_007_um	coadd_hc10_ha_150_um	coadd_mic_gn_211_um	coadd_mic_gn_211_ug_ml	coadd_mic_gp_019_ug_ml	coadd_mic_gp_023_ug_ml	coadd_mic_gp_064_ug_ml	coadd_mic_fg_005_ug_ml	coadd_mic_fg_006_ug_ml	coadd_mic_fg_011_ug_ml	coadd_mic_fg_007_ug_ml	coadd_mic_gp_030_ug_ml	coadd_mic_gp_020_s50_ug_ml	coadd_mic_gp_025_ug_ml	coadd_mic_gn_049_ug_ml	coadd_mic_fg_001_s50_ug_ml	coadd_mic_fg_002_s20_ug_ml	coadd_mic_gn_032_ug_ml	coadd_mic_gn_046_ug_ml	coadd_mic_gn_034_s50_ug_ml	coadd_mic_gn_004_ug_ml	coadd_mic_gn_043_ug_ml	coadd_mic_gn_045_ug_ml	coadd_mic_gn_093_ug_ml	coadd_mic_gn_111_ug_ml	coadd_mic_gn_034_s20_ug_ml	coadd_mic_fg_018_ug_ml	coadd_mic_gp_011_ug_ml	coadd_mic_gp_035_ug_ml	coadd_mic_gn_001_s50_ug_ml
CO-ADD:0233433	c(cc(Br)cc1Cl)(\\C=N\\c(cc2)ccc2C(O)=O)c1O	Russian Academy of Science (Russia)	A1015/0047538		CO-ADD:PC0254	32	32	32	32	32	32	16	16	32																																					
CO-ADD:0233439	c(cc(Br)cc1Cl)(\\C=N\\c2cccc(Cl)c2Cl)c1O	Russian Academy of Science (Russia)	A1016/0047544		CO-ADD:PC0254	32	32	32	32	32	32	16	16	32																																					
CO-ADD:0233440	c(cc(Br)cc1Cl)(\\C=N\\c(ccc(c2Cl)OC)c2)c1O	Russian Academy of Science (Russia)	A1016/0047545		CO-ADD:PC0254	32	32	32	32	32	32	32	16	32																																					
CO-ADD:0233639	c(cc(Br)cc1Cl)(\\C=N\\c(ccc(c2OC)OC)c2)c1O	Russian Academy of Science (Russia)	A1025/0048029		CO-ADD:PC0254	32	32	32	32	32	32	8	8	32																																					
CO-ADD:0233652	c1(ccc(cc1O)\\N=C\\c(cc(Br)cc2Cl)c2O)C(O)=O	Russian Academy of Science (Russia)	A1026/0048049		CO-ADD:PC0254	32	32	32	32	32	32	32	16	32																																					
CO-ADD:0233665	C(Br)(C(OC)=O)(C(OC)=O)C(c1ccccc1)C[N+](=O)[O-]	Russian Academy of Science (Russia)	A1026/0048078		CO-ADD:PC0254	6.99	32	32	32	32	32	32	32	32																																					
CO-ADD:0233677	C1(=O)c2c(cccc2)c(c3C1=O)cccc3	Russian Academy of Science (Russia)	A1027/0048111		CO-ADD:PC0254	32	32	32	4	32	32	8	4	32																																					
CO-ADD:0233679	S(=O)(=O)(c1ccc(cc1)NC(CCl)=O)Nc2ncccn2	Russian Academy of Science (Russia)	A1027/0048117		CO-ADD:PC0254	24.2	32	32	32	32	32	32	32	32																																					
CO-ADD:0234601	C(=O)(c1cccc(Br)c1)Oc2ccc(cc2OC)\\C=N\\NC(COc3ccccc3C#N)=O	Russian Academy of Science (Russia)	A1104/0051863		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0232099	c(\\C=N\\NC(=O)C(O)c1ccccc1)(cc(Br)cc2I)c2O	Russian Academy of Science (Russia)	A0996/0046579		CO-ADD:PC0250	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0244229	C(C#N)(C1c(ccs2)c2)=C(N)N(C(CC(C)(C)CC3=O)=C13)c4ccc(cc4)OC	Russian Academy of Science (Russia)	A1205/0055528		CO-ADD:PC0301	32	32	32	32	32	32	32	16	32																																					
CO-ADD:0244230	[N+](=O)([O-])c(cc(Oc(cc1)ccc1CCC(=O)NCc(cc2)ccc2OC)cc3[N+](=O)[O-])c3	Russian Academy of Science (Russia)	A1205/0055529		CO-ADD:PC0301	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0244256	[N+](=O)([O-])c(cc(cc1[N+](=O)[O-])C(=O)Oc(cc2)ccc2\\C=N\\c3cccc(C)c3)c1	Russian Academy of Science (Russia)	A1146/0053597		CO-ADD:PC0301	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0244271	C(=O)(C(=O)NCc(cc1)ccc1C)Nc2ccc(cc2C)I	Russian Academy of Science (Russia)	A1146/0053615		CO-ADD:PC0301	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0233446	c(cc(Br)cc1Cl)(\\C=N\\c(cc2)ccc2F)c1O	Russian Academy of Science (Russia)	A1016/0047552		CO-ADD:PC0254	20.6	32	32	32	32	32	32	32	32																																					
CO-ADD:0233450	c(cc(Br)cc1Cl)(\\C=N\\c2cccc(C)c2)c1O	Russian Academy of Science (Russia)	A1016/0047557		CO-ADD:PC0254	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0233453	c(cc(Br)cc1Cl)(\\C=N\\c(cc2)ccc2C)c1O	Russian Academy of Science (Russia)	A1016/0047565		CO-ADD:PC0254	27.7	32	32	32	32	32	32	32	32																																					
CO-ADD:0234413	C(/C(C(C)C)=O)(=C\\c1ccc(cc1Cl)Cl)\\n(c2)ncn2	Russian Academy of Science (Russia)	A1096/0051471		CO-ADD:PC0259	1.21	32	32	16	32	32	32	32	32																																					
CO-ADD:0234416	C1(OCC(COS(C)(=O)=O)O1)(Cn(c2)ncn2)c3ccc(cc3Cl)Cl	Russian Academy of Science (Russia)	A1096/0051476		CO-ADD:PC0259	32	32	32	32	32	32	8	32	32																																					
CO-ADD:0234635	[N+](=O)([O-])c1ccc(cc1O)\\C=N\\NC(CNC(=O)c2ccco2)=O	Russian Academy of Science (Russia)	A1105/0051903		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0232998	[N+](=O)([O-])c1ccc(cc1NCCOc2ccccc2)N3CCNC(C)C3	Russian Academy of Science (Russia)	A1058/0049634		CO-ADD:PC0254	6.87	32	32	32	32	32	32	32	32																																					
CO-ADD:0233000	[N+](=O)([O-])c1ccc(cc1NCCOc2ccccc2)N(CC3C)CC(N3)C	Russian Academy of Science (Russia)	A1058/0049636		CO-ADD:PC0254	7.06	32	32	32	32	32	32	32	32																																					
CO-ADD:0233001	[N+](=O)([O-])c1ccc(cc1NCCOc2ccccc2C)N3CCNC(C)C3	Russian Academy of Science (Russia)	A1058/0049637		CO-ADD:PC0254	3.13	32	32	16	32	32	32	32	7.46																																					
CO-ADD:0244368	c1(CC2(C)C)c(ccc(cccc3)c13)C=N2	Russian Academy of Science (Russia)	A1150/0053811		CO-ADD:PC0301	32	32	32	8	32	32	32	32	32																																					
CO-ADD:0244373	N1(OS(=O)(=O)c2ccc(c3c2)cccc3)C(=O)c(c4C1=O)cccc4	Russian Academy of Science (Russia)	A1150/0053817		CO-ADD:PC0301	32	32	32	32	32	32	32	16	32																																					
CO-ADD:0244378	S1(=O)(=O)c2c(C(NCCSC(C)(C)C)=N1)ccc(c2)[N+](=O)[O-]	Russian Academy of Science (Russia)	A1151/0053822		CO-ADD:PC0301	6.32	32	32	32	32	32	32	32	32																																					
CO-ADD:0244379	S1(=O)(=O)c2c(C(NC(CC)CC)=N1)ccc(c2)[N+](=O)[O-]	Russian Academy of Science (Russia)	A1151/0053824		CO-ADD:PC0301	12.8	32	32	16	32	32	32	32	32												32	32	32					32	32	32																
CO-ADD:0235340	n12c(nnc1CC(CC)=O)c(nc(non3)c23)Nc(cc4)ccc4Cl	Russian Academy of Science (Russia)	A1155/0054040		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0235373	c1(C(OCC)=O)c(cc(OC)c(c2)Br)c2n(CCN3Cc4ccccc4)c1C3	Russian Academy of Science (Russia)	A1156/0054085		CO-ADD:PC0260	2.54	32	32	32	32	32	32	32	32																																					
CO-ADD:0231892	C(=O)(c1ccccc1Br)Oc2c(Br)cc(cc2\\C=N\\NC(c(cc3)ccn3)=O)Br	Russian Academy of Science (Russia)	A0993/0046439		CO-ADD:PC0250	19	32	32	32	32	32	16	32	32																																					
CO-ADD:0231903	C(=O)(c1ccccc1Br)Oc2c(Br)cc(cc2\\C=N\\NC(=O)c(cccn3)c3)Br	Russian Academy of Science (Russia)	A0993/0046454		CO-ADD:PC0250	32	32	32	32	32	32	16	32	32																																					
CO-ADD:0231908	C(=O)(Oc1cccc(c1)\\C=N\\NC(=O)C(O)c2ccccc2)c3cccc(Br)c3	Russian Academy of Science (Russia)	A0993/0046460		CO-ADD:PC0250	32	32	32	32	32	32	4	32	32																																					
CO-ADD:0233037	[N+](=O)([O-])c(ccc(c1\\C=N\\NC(=O)c2ccccn2)N3CCCCCC3)c1	Russian Academy of Science (Russia)	A1061/0049785		CO-ADD:PC0254	32	32	32	16	32	32	32	32	32												32	32	32					32	32	32																
CO-ADD:0233041	N1(c(cccc2C(=O)OCC(=O)c(cc3)ccc3c4ccccc4)c2)Cc5c(cccc5)C1	Russian Academy of Science (Russia)	A1062/0049801		CO-ADD:PC0254	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0246202	[N+](=O)([O-])c(cc1)ccc1C2SCCN2	Russian Academy of Science (Russia)	A1478/0065164		CO-ADD:PC0306	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0246224	C(/C(=O)C(OC)=O)=C(/c1ccccc1)\\NN(C)c2ccccc2	Russian Academy of Science (Russia)	A1481/0065240		CO-ADD:PC0306	7.6	32	32	32	32	32	32	32	32																																					
CO-ADD:0232542	N1(c2cccc(Cl)c2)C(=O)C(CC1=O)NCC(OCC)=O	Russian Academy of Science (Russia)	A1038/0048663		CO-ADD:PC0250	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0232794	C1(C)(C)C(CCC1(C)C(O)=O)C(=O)Nc(cc2)ccc2Nc3ccccc3	Russian Academy of Science (Russia)	A1049/0049190		CO-ADD:PC0250	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0232799	C1(O)(c2ccccc2)Oc(cccc3)c3N=C1c4ccccc4	Russian Academy of Science (Russia)	A1049/0049199		CO-ADD:PC0250	32	32	32	32	32	32	32	16	32																																					
CO-ADD:0232800	c1(ccc(\\C=N\\NC(=O)c2ccc(cc2)OC)o1)Sc3cccc(cccn4)c34	Russian Academy of Science (Russia)	A1049/0049202		CO-ADD:PC0250	3.56	32	32	32	32	32	32	32	32																																					
CO-ADD:0233685	[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)Cc4cccc(N)c4.[I-]	Russian Academy of Science (Russia)	A1028/0048136		CO-ADD:PC0254	32	32	32	8	32	32	32	32	32																																					
CO-ADD:0233686	[P+](c1ccc(cc1)C)(c2ccc(cc2)C)(c3ccc(cc3)C)CC(=O)c4cccc(c4)NC(C)=O.[Br-]	Russian Academy of Science (Russia)	A1028/0048138		CO-ADD:PC0254	17.8	32	32	32	32	32	32	32	32																																					
CO-ADD:0247357	N1(c2cccc(Br)c2)C(=O)CC(N(CC3)CCC3C(N)=O)C1=O	Russian Academy of Science (Russia)	A1438/0063786		CO-ADD:PC0316	32	32	32	32	32	32	16	4	32																																					
CO-ADD:0233461	c(cc(Br)cc1Cl)(\\C=N\\c2cc(C)ccc2C)c1O	Russian Academy of Science (Russia)	A1016/0047573		CO-ADD:PC0254	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0233463	c(\\C=N\\c1ccccc1O)(c(C)c2Cl)c(O)c(c2C)Br	Russian Academy of Science (Russia)	A1016/0047575		CO-ADD:PC0254	21.7	32	32	32	32	32	32	32	32																																					
CO-ADD:0233478	[N+](=O)([O-])c(cc1\\C=N\\NC(COc2ccccc2C)=O)cc(c1OC(c3ccccc3)=O)Br	Russian Academy of Science (Russia)	A1017/0047597		CO-ADD:PC0254	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0234434	C1(=CC(=O)C(=C2CBr)CBr)[C@]2(C)CCCC1(C)C	Russian Academy of Science (Russia)	A1097/0051510		CO-ADD:PC0259	15	32	32	32	32	32	32	32	32																																					
CO-ADD:0234436	C(=C/c(cc1)ccc1C(O)=O)(/C2=O)\\C(c3ccccc3)=NO2	Russian Academy of Science (Russia)	A1097/0051512		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0234676	c1(c(Br)cc(cc1\\C=N\\NC(CNC(=O)c2cccc(F)c2)=O)Br)OC(=O)c(cc3OC)cc(c3OC)OC	Russian Academy of Science (Russia)	A1106/0051955		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0234678	c(cc(Br)cc1Cl)(\\C=N\\c2ccc(cc2C)C)c1O	Russian Academy of Science (Russia)	A1106/0051957		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0232155	n(C)(c1c(c2\\C=C\\[N+](=O)[O-])cccc1)c2	Russian Academy of Science (Russia)	A0998/0046696		CO-ADD:PC0250	32	32	32	32	32	32	16	32	32																																					
CO-ADD:0232157	[N+](=O)([O-])c1cccc(\\C=N\\N\\C(\\c2ccccn2)=N\\c3ccccc3)c1O	Russian Academy of Science (Russia)	A0998/0046705		CO-ADD:PC0250	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0232172	[N+](=O)([O-])c(ccc(c1\\C=N\\NC(=O)c(cccn2)c2)OC(c3ccccc3)=O)c1	Russian Academy of Science (Russia)	A0999/0046735		CO-ADD:PC0250	32	32	32	8	32	32	32	32	32																																					
CO-ADD:0232175	[N+](=O)([O-])c(ccc(c1\\C=N\\NC(=O)c(ccc(n2)C)c2)OC(=O)c3cccc(Br)c3)c1	Russian Academy of Science (Russia)	A0999/0046739		CO-ADD:PC0250	32	32	32	16	32	32	32	32	32																																					
CO-ADD:0232183	[N+](=O)([O-])c(ccc(c1\\C=N\\NC(=O)c(cccn2)c2)OC(=O)c3cccc(Br)c3)c1	Russian Academy of Science (Russia)	A0999/0046749		CO-ADD:PC0250	32	32	32	8	32	32	32	32	32																																					
CO-ADD:0234465	[N+](=O)([O-])c1ccc(cc1Sc2cccc(cccn3)c23)N4CCCC4	Russian Academy of Science (Russia)	A1098/0051570		CO-ADD:PC0259	11.2	32	32	32	32	32	32	32	32																																					
CO-ADD:0234481	N1=C(c2ccccc2)OC(=O)C=C1c3ccccc3	Russian Academy of Science (Russia)	A1098/0051605		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0235407	n([C@@H]1[C@@H](c2ccccc2)CC(=CC1=O)c3cccs3)(nnc4[N+](=O)[O-])n4	Russian Academy of Science (Russia)	A1119/0052514		CO-ADD:PC0260	23.8	32	32	16	32	32	32	8	32																																					
CO-ADD:0234689	c(cc(Br)cc1Cl)(\\C=N\\c(cc2)ccc2C(C)=O)c1O	Russian Academy of Science (Russia)	A1106/0051972		CO-ADD:PC0259	32	32	32	32	32	32	16	16	32																																					
CO-ADD:0234690	C(=O)(Oc(cc1)ccc1\\C=N\\NC(COc2ccccc2C#N)=O)c3cccc(F)c3	Russian Academy of Science (Russia)	A1106/0051973		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0231917	C(=O)(Oc1cccc(c1)\\C=N\\NC(=O)C(O)c2ccccc2)c3cccc(F)c3	Russian Academy of Science (Russia)	A0994/0046472		CO-ADD:PC0250	32	32	32	32	32	32	4	32	32																																					
CO-ADD:0231936	C(/Cl)(\\[N+](=O)[O-])=C(\\NCCO)/C(/Br)=C(/Cl)\\Cl	Russian Academy of Science (Russia)	A0994/0046493		CO-ADD:PC0250	2.36	32	32	16	32	32	32	32	32																																					
CO-ADD:0233065	N(c1ccccc1C)(C(c2ccccc2)=O)NC(=O)c3c(Cl)ncc(Cl)c3Cl	Russian Academy of Science (Russia)	A1063/0049881		CO-ADD:PC0254	2.9	32	32	32	32	32	32	32	32																																					
CO-ADD:0233068	c(c(CC)nc1NC(CC)=O)(s1)c(ccc2[N+](=O)[O-])o2	Russian Academy of Science (Russia)	A1063/0049886		CO-ADD:PC0254	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0233095	N1=C(CCN1c2ccccc2)\\C=C(\\C#N)/C#N	Russian Academy of Science (Russia)	A1065/0049967		CO-ADD:PC0254	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0233103	c1(cc(cc(C(N2)=O)c1NC2=O)[N+](=O)[O-])[N+](=O)[O-]	Russian Academy of Science (Russia)	A1066/0049998		CO-ADD:PC0254	32	32	32	1	32	32	32	32	32																																					
CO-ADD:0235425	C(C(OC)=O)(C1c2cccs2)=C(N)OC(CC(C)(C)CC3=O)=C13	Russian Academy of Science (Russia)	A1120/0052535		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0235442	c12n(c(c3s1)ccc(c3)C(OCC)=O)cc(c4ccccc4)n2	Russian Academy of Science (Russia)	A1121/0052552		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0232607	n1c(N)[nH]nc1c(c2)cc(cc2[N+](=O)[O-])[N+](=O)[O-]	Russian Academy of Science (Russia)	A1041/0048781		CO-ADD:PC0250	20	32	32	32	32	32	32	32	32																																					
CO-ADD:0232848	[N+](=O)([O-])c1ccc(cc1NCCOc(cc2)ccc2Cl)N(CC3C)CC(N3)C	Russian Academy of Science (Russia)	A1051/0049280		CO-ADD:PC0254	3.72	32	32	16	32	32	32	32	17.9																																					
CO-ADD:0232858	c12c(ccc(OC)c1OC)C(OC2=O)OC(C)=O	Russian Academy of Science (Russia)	A1052/0049307		CO-ADD:PC0254	32	32	32	32	32	32	32	16	32																																					
CO-ADD:0234043	[P+](c1ccccc1)(c2ccccc2)(c3ccccc3)c4cccc(N)c4.[I-]	Russian Academy of Science (Russia)	A1028/0048142		CO-ADD:PC0259	32	32	32	8	32	32	32	32	32																																					
CO-ADD:0234056	N1(c2ccc(cc2)Br)C(=O)C=CC1=O	Russian Academy of Science (Russia)	A1028/0048163		CO-ADD:PC0259	1.24	32	32	32	32	32	0.5		32																																					
CO-ADD:0234057	N1(C(=O)C=CC1=O)c2c(Cl)ccc(Cl)c2	Russian Academy of Science (Russia)	A1028/0048164		CO-ADD:PC0259	1.56	32	32	32	32	32	0.5	0.5	32																																					
CO-ADD:0234058	N1(c2cccc(C)c2)C(=O)C=CC1=O	Russian Academy of Science (Russia)	A1028/0048166		CO-ADD:PC0259	1.12	32	32	32	32	32	4	0.5	32																																					
CO-ADD:0234942	c1(cc(cc(OC)c1OCC(=O)N\\N=C\\c(cc(Cl)cc2Br)c2O)[N+](=O)[O-])[N+](=O)[O-]	Russian Academy of Science (Russia)	A1101/0051710		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0244337	C(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)c1cc(n(c2ccccc2)n1)O	Russian Academy of Science (Russia)	A1149/0053753		CO-ADD:PC0301	32	32	32	16	32	32	32	32	32												32	32	32					32	32	32																
CO-ADD:0232626	n1c(c2ccccc2)csc1N\\N=C\\c(cc(Cl)cc3Cl)c3O	Russian Academy of Science (Russia)	A1042/0048816		CO-ADD:PC0250	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0233757	c1([nH]nc(C(CC2)CCN2C(=O)[C@@H](N)Cc(c3c([nH]4)cccc3)c4)c1)C(F)(F)F.Cl	Russian Academy of Science (Russia)	ABD_00103		CO-ADD:PC0254	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0234949	N1C(=O)\\C(\\SC1=O)=C/c2ccccc2Br	Russian Academy of Science (Russia)	A1101/0051720		CO-ADD:PC0259	32	32	32	16	32	32	32	16	32																																					
CO-ADD:0234953	N1C(=O)\\C(\\SC1=S)=C/c(cc2)ccc2C	Russian Academy of Science (Russia)	A1101/0051724		CO-ADD:PC0259	32	32	32	32	32	32	16	16	32																																					
CO-ADD:0234957	c1(cc(cc(OC)c1OCC(=O)N\\N=C\\c2ccccc2)[N+](=O)[O-])[N+](=O)[O-]	Russian Academy of Science (Russia)	A1101/0051729		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0234967	c1(ccc(C(=O)Oc2ccc(cc2\\C=N/NC(COc3ccccc3C#N)=O)Br)o1)[N+](=O)[O-]	Russian Academy of Science (Russia)	A1101/0051746		CO-ADD:PC0259	15.6	32	32	32	32	32	32	32	32																																					
CO-ADD:0232202	c1(\\C=N\\c2c(Cl)ccc(Cl)c2)c(O)c(OC)cc(Br)c1Br	Russian Academy of Science (Russia)	A1000/0046773		CO-ADD:PC0250	32	32	32	32	32	32	8	8	32																																					
CO-ADD:0232210	c1(\\C=N\\c(cccc2C(F)(F)F)c2)c(O)c(OC)cc(Br)c1Br	Russian Academy of Science (Russia)	A1000/0046785		CO-ADD:PC0250	32	32	32	32	32	32	2	32	32																																					
CO-ADD:0244403	[N+](=O)([O-])c1ccc(cc1)NC(=O)NC(=O)CCBr	Russian Academy of Science (Russia)	A1208/0055629		CO-ADD:PC0301	1.99	32	32	32	32	32	32	16	32																																					
CO-ADD:0244412	c1(nonc1c2ccccc2)[N+]([O-])=Nc3nonc3c4ccccc4	Russian Academy of Science (Russia)	A1208/0055646		CO-ADD:PC0301	1.53	32	32	8	32	32	2	32	32																																					
CO-ADD:0244457	N1(C)\\C(=C\\C=C\\c2cc(c3ccccc3)cc(c4ccccc4)[o+]2)\\C(c(cccc5)c15)(C)C	Russian Academy of Science (Russia)	A1210/0055764		CO-ADD:PC0301	1.52	16	32	2	16	32		2	1.68																																					
CO-ADD:0233543	[N+](=O)([O-])c(ccc(c1\\C=N\\NC(COc2ccccc2C)=O)OC(c3ccccc3)=O)c1	Russian Academy of Science (Russia)	A1018/0047686		CO-ADD:PC0254	32	32	32	16	32	32	32	32	32												32	32	32					32	32	32																
CO-ADD:0233547	[N+](=O)([O-])c(cc1\\C=N\\NC(COc2ccc(cc2Cl)Cl)=O)cc(c1OC(=O)c3ccc(cc3)Br)Br	Russian Academy of Science (Russia)	A1019/0047693		CO-ADD:PC0254	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0234499	n1(CC)c2c(c(cc(cc3)\\C=N\\NC(=O)c4ccccc4I)c13)cccc2	Russian Academy of Science (Russia)	A1099/0051633		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0234736	c(cc(Br)cc1Cl)(\\C=N\\c(ccc2c3cccn2)c3)c1O	Russian Academy of Science (Russia)	A1025/0048016		CO-ADD:PC0259	16	32	32	32	32	32	16	16	32																																					
CO-ADD:0234745	c1(C#N)c(c2ccccc2)cc(nc1Cl)c3ccccc3	Russian Academy of Science (Russia)	A1114/0052387		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0234757	[N+](=O)([O-])c1ccc(cc1NCCOc(cc2)ccc2CC)N3CCNC(C)C3	Russian Academy of Science (Russia)	A1116/0052419		CO-ADD:PC0259	2.11	32	32	4	32	32	32	16	2.26																																					
CO-ADD:0232217	c1(\\C=N\\c2cccc(Cl)c2Cl)c(O)c(OC)cc(Br)c1Br	Russian Academy of Science (Russia)	A1000/0046794		CO-ADD:PC0250	32	32	32	32	32	32	2	32	32																																					
CO-ADD:0246086	[N+](=O)([O-])c(cc(Oc(cc1)ccc1CCC(=O)N(CC2)CCN2C)cc3[N+](=O)[O-])c3	Russian Academy of Science (Russia)	A1434/0063672		CO-ADD:PC0306	20.9	32	32	32	32	32			32																																					
CO-ADD:0234519	c1(cc(cc(OC)c1OCC(=O)N\\N=C\\c(cc2Br)cc(c2O)Br)[N+](=O)[O-])[N+](=O)[O-]	Russian Academy of Science (Russia)	A1100/0051658		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0234521	C(=N\\NC(COc1c(OC)cc(cc1[N+](=O)[O-])[N+](=O)[O-])=O)(/c2c(N3)ccc(C)c2)\\C3=O	Russian Academy of Science (Russia)	A1100/0051662		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0234760	S(c1ccccc1)(=O)(=O)N(c(cccc2C(F)(F)F)c2)CC(NCCSc(cc3)ccc3Cl)=O	Russian Academy of Science (Russia)	A1116/0052422		CO-ADD:PC0259	32	32	32	16	32	32	32	32	32												32	16	16					32	32	32																
CO-ADD:0231978	N1(CNc2ccccc2F)C(=O)\\C(\\SC1=S)=C/c3ccccc3	Russian Academy of Science (Russia)	A1009/0047232		CO-ADD:PC0250	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0232003	c(\\C=N\\c1c(Cl)ccc(Cl)c1)(c(C)c2Cl)c(O)c(c2C)Br	Russian Academy of Science (Russia)	A1010/0047271		CO-ADD:PC0250	32	32	32	32	32	32	8	32	32																																					
CO-ADD:0232006	[N+](=O)([O-])c(cc1\\C=N\\NC(c(cc2)ccn2)=O)cc(c1OC(=O)c3ccc(cc3)Br)Br	Russian Academy of Science (Russia)	A1010/0047277		CO-ADD:PC0250	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0233131	N1(C=C(C)C(NC1=O)=O)[C@H]2CC([C@@H](COC(=O)c3ccc(cc3)C)O2)N=[N+]=[N-]	Russian Academy of Science (Russia)	A1068/0050104		CO-ADD:PC0254	32	32	32	32	32	32	32	16	32																																					
CO-ADD:0235493	c1(cc(OCO2)c2cc1[N+](=O)[O-])C3N(CCN3Cc4ccccc4)Cc5ccccc5	Russian Academy of Science (Russia)	A1123/0052616		CO-ADD:PC0260	11.7	32	32	32	32	32	32	32	32																																					
CO-ADD:0235503	C(=N\\c1c(C)cc(cc1C)C)(/C2=O)\\c3c(N2)cc(Br)c(C)c3	Russian Academy of Science (Russia)	A1124/0052626		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0232667	N(/c1ccccc1O)=C(\\c2ccccc2)/C(c3ccccc3)=O	Russian Academy of Science (Russia)	A1043/0048885		CO-ADD:PC0250	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0232685	N1(c2ccc(cc2)Cl)C(=O)C(CC1=O)NCC(OCC)=O	Russian Academy of Science (Russia)	A1044/0048914		CO-ADD:PC0250	32	32	32	32	32	32	16	32	32																																					
CO-ADD:0234116	c1(S2)c(cc(c(O)c1Br)Br)OC2=O	Russian Academy of Science (Russia)	A1032/0048330		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0234130	N1C(=O)\\C(\\SC1=S)=C\\c2ccc(cc2Cl)Cl	Russian Academy of Science (Russia)	A1089/0051160		CO-ADD:PC0259	32	32	32	4	32	32	32	32	32																																					
CO-ADD:0235002	c12c(cccc1NC(=O)C3(CCCCC3)C)C(=O)c(c4C2=O)cccc4	Russian Academy of Science (Russia)	A1129/0052761		CO-ADD:PC0259	32	32	32	32	32	32	32	16	32																																					
CO-ADD:0235022	C(=C\\c1ccccc1)/C(=O)c2ccc(cc2)\\N=C\\c(cc3)ccc3OC(CC)=O	Russian Academy of Science (Russia)	A1110/0052157		CO-ADD:PC0260	17.5	32	32	32	32	32	32	32	32																																					
CO-ADD:0244396	N1(c2ccc(cc2)Br)C(=O)CC(N(CC3)CCN3c4ccccc4Cl)C1=O	Russian Academy of Science (Russia)	A1206/0055557		CO-ADD:PC0301	32	32	32	32	32	32	32	32	32																																					
