compound_id	smiles	library	compound_code	compound_name	coadd_project_id	coadd_cc50_ma_007_ug_ml	coadd_mic_gn_034_ug_ml	coadd_mic_gn_042_ug_ml	coadd_mic_gp_020_ug_ml	coadd_mic_gn_001_ug_ml	coadd_mic_gn_003_ug_ml	coadd_mic_fg_001_ug_ml	coadd_mic_fg_002_ug_ml	coadd_hc10_ha_150_ug_ml	coadd_mic_gn_034_um	coadd_mic_gn_042_um	coadd_mic_gn_003_um	coadd_mic_fg_002_um	coadd_mic_gn_001_um	coadd_mic_fg_001_um	coadd_mic_gp_020_um	coadd_cc50_ma_007_um	coadd_hc10_ha_150_um	coadd_mic_gn_211_um	coadd_mic_gn_211_ug_ml	coadd_mic_gp_019_ug_ml	coadd_mic_gp_023_ug_ml	coadd_mic_gp_064_ug_ml	coadd_mic_fg_005_ug_ml	coadd_mic_fg_006_ug_ml	coadd_mic_fg_011_ug_ml	coadd_mic_fg_007_ug_ml	coadd_mic_gp_030_ug_ml	coadd_mic_gp_020_s50_ug_ml	coadd_mic_gp_025_ug_ml	coadd_mic_gn_049_ug_ml	coadd_mic_fg_001_s50_ug_ml	coadd_mic_fg_002_s20_ug_ml	coadd_mic_gn_032_ug_ml	coadd_mic_gn_046_ug_ml	coadd_mic_gn_034_s50_ug_ml	coadd_mic_gn_004_ug_ml	coadd_mic_gn_043_ug_ml	coadd_mic_gn_045_ug_ml	coadd_mic_gn_093_ug_ml	coadd_mic_gn_111_ug_ml	coadd_mic_gn_034_s20_ug_ml	coadd_mic_fg_018_ug_ml	coadd_mic_gp_011_ug_ml	coadd_mic_gp_035_ug_ml	coadd_mic_gn_001_s50_ug_ml
CO-ADD:0147059	F[B-](F)(F)F.CC#[N+][Re]1(C#[O+])(C#[O+])(C#[O+])([N+]2=c(c([N+]1=CC=C3)c3c4c5nc6ccccc6n4)c5=CC=C2)	Lancaster University (UK)	NJC3		CO-ADD:PC0131	3.74	32	32	32	32	32	32	32																																						
CO-ADD:0306287	c1(C(=O)NCC(OC)=O)c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])S(=O)Cc2ccccc2	Russian Academy of Science (Russia)	A2573/0109698		CO-ADD:PC0432	6.491	32	32	32	32	32	32	32	32											32																										
CO-ADD:0306317	N(C(=O)CSC1=NCCN1)(C2)C(C)(C)O[C@]23CCC(C(C45)CC[C@@]([H])(CCCC6)[C@@]46C)[C@]3(C)CC5.Cl	Russian Academy of Science (Russia)	A2573/0109738		CO-ADD:PC0432	3.182	32	32	8	32	32	16	4	5.161											32																										
CO-ADD:0215103	C(=C/Nc(ccc(c1C(O)=O)Cl)c1)(/C2=O)\\C(=O)NC(=S)N2	Russian Academy of Science (Russia)	A0521/0024122		CO-ADD:PC0221	32	32	32	32	32	32	32	16																																						
CO-ADD:0215171	C(=O)(Oc(ccc(c1C)C)c1)Nc2ccc(cc2Br)Br	Russian Academy of Science (Russia)	A0524/0024273		CO-ADD:PC0221	32	32	32	32	32	32	32	32																																						
CO-ADD:0215438	S(c1ccccc1)(=O)(=O)N(c2ccc(cc2)OC)CC(=O)N\\N=C\\c(c(OC)ccc3[N+](=O)[O-])c3	Russian Academy of Science (Russia)	A0535/0024670		CO-ADD:PC0221	32	32	32	32	32	32	32	32																																						
CO-ADD:0215496	[N+](=O)([O-])c1cc(ccc1OC(c2ccccc2)=O)\\C=N\\c3ccccc3C	Russian Academy of Science (Russia)	A0537/0024757		CO-ADD:PC0221	32	32	32	32	32	32	32	16																																						
CO-ADD:0215608	S(c1ccccc1)(=O)(=O)N(c2ccc(c(Cl)c2)Cl)CC(=O)N\\N=C\\c(c(OC)ccc3[N+](=O)[O-])c3	Russian Academy of Science (Russia)	A0544/0025108		CO-ADD:PC0221	32	32	32	32	32	32	32	32																																						
CO-ADD:0215705	c1(C#N)c(C)c(sc1\\N=C\\c(cc2)ccc2[N+](=O)[O-])C	Russian Academy of Science (Russia)	A0548/0025307		CO-ADD:PC0221	32	32	32	32	32	32	32	32																																						
CO-ADD:0166072	C(COc(ccc(c1C)C)c1)(=O)N\\N=C\\c2ccc(cc2O)O	Russian Academy of Science (Russia)	A0488/0022630		CO-ADD:PC0217	32									32	32	32	32	32	32	32																														
CO-ADD:0166355	C(=O)(N\\N=C\\c1c(O)ccc(cccc2)c12)C(=O)NCC3CCCO3	Russian Academy of Science (Russia)	A0498/0023103		CO-ADD:PC0217	32									32	32	32	32	32	32	32																														
CO-ADD:0166581	C1(C(=O)N\\N=C\\c(ccc2[N+](=O)[O-])o2)CC1c3ccccc3	Russian Academy of Science (Russia)	A0506/0023490		CO-ADD:PC0217	32									32	32	32	32	32	32	8																														
CO-ADD:0232407	C(=N/OC(=O)c1ccc(cc1)C)(/c2c(N3C)cccc2)\\C3=O	Russian Academy of Science (Russia)	A1037/0048595		CO-ADD:PC0250	32	32	32	32	32	32			32																																					
CO-ADD:0301516	c([N+](=O)[O-])(cc(Br)c(c12)nsn1)c2Br	Russian Academy of Science (Russia)	A2405/0101913		CO-ADD:PC0417	1.391	32	32	4	32	32	1	1	32																																					
CO-ADD:0306054	N(CC(OC)=O)(Sc(c12)cc(cc1[N+](=O)[O-])[N+](=O)[O-])C2=O	Russian Academy of Science (Russia)	A2572/0109640		CO-ADD:PC0432	4.452	32	32	2	32	32	32	32	32											32																										
CO-ADD:0318750	C(=O)(Nc(cccc1C2=NCCN2)c1)Nc(cccc3C4=NCCN4)c3	Russian Academy of Science (Russia)	A2673/0113861		CO-ADD:PC0457	32	32	32	32	32	32	32	32	32											32																										
CO-ADD:0236007	N1(CC(=O)Oc(cc2)ccc2C(OC)=O)C(=O)c(c3C1=O)cccc3[N+](=O)[O-]	Russian Academy of Science (Russia)	A1159/0054157		CO-ADD:PC0261	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0236420	C(=O)(c1cccc(Cl)c1)Oc2cccc(cccn3)c23	Russian Academy of Science (Russia)	A1188/0054887		CO-ADD:PC0261	11.3	32	32	8	32	32	4		32																																					
CO-ADD:0157941	[O-][N+](C1=CC([N+]([O-])=O)=CC(C(OC2=CC(/C=N/C(C=CC=C3)=C3C)=CC=C2)=O)=C1)=O	Russian Academy of Science (Russia)	A0256/0011587		CO-ADD:PC0179	32	32	32	32	32	32	32	32																																						
CO-ADD:0323201	N1(c2ccc(cc2)OCCC)C(=O)C(CC1=O)NCC(O)c3ccccc3	Russian Academy of Science (Russia)	A2758/0117077		CO-ADD:PC0469	32	32	32	32	32	32	32	32	32											32																										
CO-ADD:0164887	C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F	NIH (USA) - Clinical Collection	SAM001246664	Voriconazole	CO-ADD:PL0013										10	10	10	0.625	10		10	10																													
CO-ADD:0230819	[N+](=O)([O-])c(ccc(c1\\C=N\\NC(=O)C(=O)Nc2ccccc2OC(F)(F)C([H])(F)F)O)c1	Russian Academy of Science (Russia)	A0975/0045599		CO-ADD:PC0247	32	32	32	8	32	32	32	32	32																																					
CO-ADD:0230866	c12c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])\\C(\\c3c2ccc(c3)[N+](=O)[O-])=C\\OCC	Russian Academy of Science (Russia)	A0977/0045695		CO-ADD:PC0247	1.92	32	32	8	32	32	2	32	32																																					
CO-ADD:0254491	S(CCCC)(=O)(=O)\\C=C\\C=C/S(CCCC)(=O)=O	Russian Academy of Science (Russia)	A1651/0070517		CO-ADD:PC0340	0.539	32	32	8	32	32	16	32	32																																					
CO-ADD:0214897	N1(c2cccc(c2)C(O)=O)C(=O)c3c(c4C1=O)c(ccc3)c(cc4)Br	Russian Academy of Science (Russia)	A0515/0023815		CO-ADD:PC0221	32	32	32	32	32	32	32	8																																						
CO-ADD:0235035	[N+](=O)([O-])c1cc(ccc1Br)\\C=N\\c(ccc(c2C(O)=O)O)c2	Russian Academy of Science (Russia)	A1110/0052176		CO-ADD:PC0260	11.2	32	32	32	32	32	32	32	32																																					
CO-ADD:0235168	n1c2c(oc1Cc3ccccc3)ccc(c2)\\N=C\\c(c(O)ccc4[N+](=O)[O-])c4	Russian Academy of Science (Russia)	A1113/0052328		CO-ADD:PC0260	32	32	32	4	32	32	32	32	32																																					
CO-ADD:0235210	N(=C\\c(cc1)ccc1OCc2ccccc2)/c3cc(C)ccc3O	Russian Academy of Science (Russia)	A1114/0052373		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0222002	[N+](=O)([O-])c(cc1)ccc1C(=O)Oc(cccc2NC(=O)c3cccc(OC)c3)c2	Russian Academy of Science (Russia)	A0746/0034820		CO-ADD:PC0238	32	32	32	32	32	32	32	32																																						
CO-ADD:0222023	C(=O)(Oc1cccc(c1)\\C=N\\NC(=O)c(cccn2)c2)c3cccc(F)c3	Russian Academy of Science (Russia)	A0746/0034848		CO-ADD:PC0238	32	32	32	32	32	32	4	32																																						
CO-ADD:0290395	c1(cc(Br)ccc1NC(CSCc2ccc(cc2Cl)Cl)=O)C(O)=O	Russian Academy of Science (Russia)	A2108/0088598		CO-ADD:PC0393	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0290445	N1(c2ccccc2OC)C(=O)C=CC1=O	Russian Academy of Science (Russia)	A2110/0088660		CO-ADD:PC0393	1.012	32	32	32	32	32	8	4	30.63																																					
CO-ADD:0235507	C(c1ccccc1NC(=O)\\C=C/C(O)=O)#Cc2ccccc2	Russian Academy of Science (Russia)	A1124/0052632		CO-ADD:PC0260	32	32	32	32	32	32	16	32	32																																					
CO-ADD:0235608	c1(Nc2ccccc2)nc(N\\N=C\\c(c3c([nH]4)cccc3)c4)nc(NC)n1	Russian Academy of Science (Russia)	A1130/0052835		CO-ADD:PC0260	14.4	32	32	32	32	32	32	32	32																																					
CO-ADD:0235665	C(CCl)(=O)c1ccc(cc1)Oc(cc2)ccc2C(CCl)=O	Russian Academy of Science (Russia)	A1133/0052976		CO-ADD:PC0260	32	32	32	2	32	32	8	32	32																																					
CO-ADD:0156483	O=S(C1=CC(C(OC2=CC=CC3=CC=CN=C23)=O)=C(Cl)C=C1)(N(CC)CC)=O	Russian Academy of Science (Russia)	A0172/0007751		CO-ADD:PC0168	32	32	32	16	32	32	4	2	32												16	16	32	32	4	1	1																			
CO-ADD:0156551	Cl[Pt](N[C@@H]1C)(S(C)(C)=O)C2=C1C3=CC=CC=C3C=C2	Universitat de Barcelona (Spain)	mcub1		CO-ADD:PC0172	19.8	32	32	32	32	32	4	32																																						
CO-ADD:0222543	N(=C\\c1cccc(OC)c1O)/c2c(C)cccc2O	Russian Academy of Science (Russia)	A0743/0034697		CO-ADD:PC0238	32	32	32	32	32	32	32	32																																						
CO-ADD:0241886	C(=C\\c(ccc1c2ccccc2[N+](=O)[O-])o1)(/C3=O)\\C(=O)NC(=S)N3	Russian Academy of Science (Russia)	A1302/0059200		CO-ADD:PC0290	32	32	32	32	32	32	32	8	32																																					
CO-ADD:0242171	[n+]1(c2ccccc2C(F)(F)F)noc([O-])n1	Russian Academy of Science (Russia)	A1322/0059875		CO-ADD:PC0291	24	32	32	32	32	32	32	16	32											32				32	32	32	32				32	32	32		32		32	32	32							32
CO-ADD:0290965	c1(c(Cl)cc(c(cccn2)c12)Cl)OC(=O)c3ccco3	Russian Academy of Science (Russia)	A2154/0090479		CO-ADD:PC0393	32	32	32	32	32	32	2	32	32																																					
CO-ADD:0311083	C12(CC3CC(CC(C3)C1)C2)c(cc4)ccc4C(=O)NC(Cc(c5c([nH]6)cccc5)c6)C(O)=O	Russian Academy of Science (Russia)	A2619/0111419		CO-ADD:PC0448	32	32	32	16	32	32	32	32	7.277											32																										
CO-ADD:0229503	N1(c2ccc(cc2)C)C(=O)\\C(\\C(C)=N1)=C/NNc3ccccc3C	Russian Academy of Science (Russia)	A0824/0038630		CO-ADD:PC0246	32	32	32	32	32	32	32	2	32											32				32	32		2				32	32	16	32	32	32										
CO-ADD:0301955	S1C(C)(CC(=O)NCc2ccccc2)NN=C1c3ccc(cc3)C	Russian Academy of Science (Russia)	A2451/0103981		CO-ADD:PC0417	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0242638	[N+](=O)([O-])c1ccc(cc1C)C(=O)Oc2cccc(cccn3)c23	Russian Academy of Science (Russia)	A1345/0060713		CO-ADD:PC0291	9.22	16	32	8	32	32	16	16	32																																					
CO-ADD:0244019	C1C[C@](C)(C([C@H](O)CC(\\C(=C(\\C(OCc2ccccc2)=O)/CC\\C=C(/C)\\C)\\[C@@H](OC(C)=O)C3)[C@]34C)[C@]4(C)CC5)C5[C@H](C)[C@@H]1OC(=O)c6c(C(O)=O)cccc6	Yantai University (China)	25		CO-ADD:PC0297	20.6	32	32	32	32	32	32	32	32																																					
CO-ADD:0320618	c1(C2c3ccc(cc3)Cl)c([nH]nc1c4ccc(cc4OCC)OCC)OC(N)=C2C#N	Russian Academy of Science (Russia)	A2704/0115050		CO-ADD:PC0461	32	32	32	32	32	32	32	32	32											32																										
CO-ADD:0164430	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	NIH (USA) - Clinical Collection	SAM002589961	Azithromycin	CO-ADD:PL0013										10	10	10	10	10	10	10	10																													
CO-ADD:0164501	CCn1cc(C(O)=O)c(=O)c2cc(F)c(cc12)N1CCNCC1	NIH (USA) - Clinical Collection	SAM002264625	Norfloxacin	CO-ADD:PL0013										10	5	10	10	0.625	10	5	10																													
CO-ADD:0229739	[N+](=O)([O-])c1ccc(cc1\\C=N\\NC(COc2ccc(cc2Br)Cl)=O)O	Russian Academy of Science (Russia)	A0863/0040475		CO-ADD:PC0246	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0230022	S1(=O)(=O)c2c(C(NC3CCCC(C)C3C)=N1)ccc(c2)[N+](=O)[O-]	Russian Academy of Science (Russia)	A0906/0042556		CO-ADD:PC0247	9.16	32	32	32	32	32	32	32	32																																					
CO-ADD:0319306	C(C(CC[N+]1(C2)CC(=O)c3ccc(cc3)Br)C2)(C1)C(O)(c4ccccc4)c5ccccc5	Russian Academy of Science (Russia)	A2679/0114151		CO-ADD:PC0457	32	32	32	16	32	32	32	32	32											16																										
CO-ADD:0220375	[N+](=O)([O-])c1ccc(cc1O)\\C=N\\NC(CNc2cccc(C)c2)=O	Russian Academy of Science (Russia)	A0666/0030999		CO-ADD:PC0236	32	32	32	32	32	32	32	32																																						
CO-ADD:0220492	c1(Br)c(Cl)c(Br)cc(Br)c1OCC(=O)N\\N=C\\c2cccc(OC)c2	Russian Academy of Science (Russia)	A0669/0031150		CO-ADD:PC0236	32	32	32	32	32	32	32	32																																						
CO-ADD:0220702	c1(N(CC2)CCO2)nc(N\\N=C\\c(c3c([nH]4)cccc3)c4)nc(Nc(cc5)ccc5C)n1	Russian Academy of Science (Russia)	A0676/0031460		CO-ADD:PC0236	16.9	32	32	32	32	32	32	32																																						
CO-ADD:0220768	[N+](=O)([O-])c1ccc(cc1O)\\C=N\\NC(CNc2ccccc2C)=O	Russian Academy of Science (Russia)	A0677/0031544		CO-ADD:PC0236	32	32	32	32	32	32	32	32																																						
CO-ADD:0252700	c1(sc(c2c1C(OCC)=O)CCCC2)NS(=O)(=O)c(cc3)ccc3[N+](=O)[O-]	Russian Academy of Science (Russia)	A1626/0069892		CO-ADD:PC0337	14.6	32	32	4	32	32	32	32	32																																					
CO-ADD:0155062	C12=NON=C1/N=N\\C3=NON=C3/N=N\\2	Russian Academy of Science (Russia)	A0070/0002942		CO-ADD:PC0168	32	32	32	32	32	32	32	32																																						
CO-ADD:0221408	c1(ccc(\\C=N/NC(=O)c2ccccc2[N+](=O)[O-])o1)[N+](=O)[O-]	Russian Academy of Science (Russia)	A0709/0033099		CO-ADD:PC0237	3.94	32	32	8	32	32	32	32																																						
CO-ADD:0221458	[N+](=O)([O-])c(cc1)cc(c1NC(=O)c2ccc(cc2)I)C	Russian Academy of Science (Russia)	A0711/0033213		CO-ADD:PC0237	32	32	32	32	32	32	32	32																																						
CO-ADD:0240298	N1(c2cc(Cl)cc(Cl)c2)C(=O)CC(N(CC3)CCN3c4ccccc4)C1=O	Russian Academy of Science (Russia)	A1227/0056600		CO-ADD:PC0289	32	32	32	32	32	32	16	16	32																																					
CO-ADD:0162665	c1(C#N)c(c2ccc(cc2)Cl)cc(nc1SCc3cccc(Br)c3)c4cccs4	Russian Academy of Science (Russia)	A0442/0020411		CO-ADD:PC0199	32	32	32	32	32	32	32	32	32												32	32	32	32	32	32	32																			
CO-ADD:0162731	C(=O)(Nc(cc1)ccc1Cl)Nc(ccc(c2Cl)Cl)c2	Russian Academy of Science (Russia)	A0445/0020506		CO-ADD:PC0199	13	32	32	32	32	32	32	32																																						
CO-ADD:0286165	N1(c2ccc(cc2)C)C(c3cccc(c3)OCc4c(cccc4Cl)Cl)N(N=C1C(C)=O)c5ccc(cc5)Cl	Russian Academy of Science (Russia)	A2058/0086557		CO-ADD:PC0374	32	32	32	8	32	32	32	32	32												32	8	8	32	32	32	32	16	32	32		32	32													
CO-ADD:0286423	c1(cc(cc(OC)c1C(N)=O)[N+](=O)[O-])[N+](=O)[O-]	Russian Academy of Science (Russia)	A2090/0087884		CO-ADD:PC0374	32	32	32	16	32	32	32	32	32																																					
CO-ADD:0250319	N(c1ccccc1[N+](=O)[O-])(C(=O)C(C23)C(C=C4)OC24C)C3=O	Russian Academy of Science (Russia)	A1704/0072567		CO-ADD:PC0332	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0250521	N1(CNc(cc2)ccc2C)N=C(OC1=S)c3ccc(cc3)C	Russian Academy of Science (Russia)	A1711/0072955		CO-ADD:PC0332	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0219610	N(C(CCC(=O)N\\N=C\\c1ccccc1OC)=O)c2ccc(cc2C)I	Russian Academy of Science (Russia)	A0646/0030010		CO-ADD:PC0233	32	32	32	32	32	32	32	32																																						
CO-ADD:0219821	[N+](=O)([O-])c(cc(cc1[N+](=O)[O-])C(=O)NC2CC2)c1	Russian Academy of Science (Russia)	A0653/0030356		CO-ADD:PC0233	32	32	32	32	32	32	32	32																																						
CO-ADD:0307232	C12(c3c(N(CC(OC)=O)C1=O)cccc3)C(C#N)=C(N)Oc4c2c(C)nn4c5cccc(Cl)c5	Russian Academy of Science (Russia)	A2599/0110517		CO-ADD:PC0439	8	32	32	8	32	32	32	32	32											32																										
CO-ADD:0162407	n1(\\N=C\\c(c(O)ccc2[N+](=O)[O-])c2)c(CCl)nnc1CCl	Russian Academy of Science (Russia)	A0427/0019779		CO-ADD:PC0199	13.1	32	32	8	32	32	8	8	17.6												32	8	16	16	4	4	8																			
CO-ADD:0227547	[N+](=O)([O-])c1cccc(\\C=N\\c2cc(CC)ccc2O)c1O	Russian Academy of Science (Russia)	A0875/0041035		CO-ADD:PC0244	32	32	32	16	32	32	32	16	32																																					
CO-ADD:10314370	c(c1)(cc(Cl)c(n1)OCC)C(=O)NCC(C)(O)C(C)C	MMV (CH) - Small Polar Library	DDD01811800:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10315505	N1(C(=O)C=CC1=O)Cc2ccc(Cl)cc2	MMV (CH) - Small Polar Library	DDD00981120:02		CO-ADD:PL0025										300	300								300																											
CO-ADD:10320391	c1(occc1C(C)C)C(=O)N(C)c2cc(ccn2)C#N	MMV (CH) - Small Polar Library	DDD01818931:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10320403	C(=O)(N(C)CCOc1ccc(Cl)cc1)C(C)(C)CN	MMV (CH) - Small Polar Library	DDD01818546:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10313386	N1(CCCC(CO)(O)C1)c2ccnc(ccc(Cl)c3)c23	MMV (CH) - Small Polar Library	DDD01825310:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10314482	c1(CNc2cnccc2CO)c3c(oc1)cccc3	MMV (CH) - Small Polar Library	DDD01811898:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10316596	c1(cnsn1)C(=O)NCc2cccs2	MMV (CH) - Small Polar Library	DDD01813902:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10317566	c12c(ccc(Cl)c1)nccc2NCCCO	MMV (CH) - Small Polar Library	DDD01821092:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10317610	N(CCC1C(N)=O)(C1)c2ccnc(cc(cc3)Br)c23	MMV (CH) - Small Polar Library	DDD01821093:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10318591	N1(CCCC(C1)CCc2ccc(cc2F)F)C(CN)=O	MMV (CH) - Small Polar Library	DDD01827307:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10318612	N(Cc1cccs1)(Cc2cccs2)C(CN)=O	MMV (CH) - Small Polar Library	DDD01822786:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10313397	c1(c2cccc(OC)c2)sc(CN)cn1	MMV (CH) - Small Polar Library	DDD01825148:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10313415	c1(ccc(cc1OC)OC)c(cc2)cc(n2)CO	MMV (CH) - Small Polar Library	DDD01825244:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10316633	c1(c2)c([nH]n2)ncnc1NCc3cccc(c34)OCO4	MMV (CH) - Small Polar Library	DDD01814054:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10317654	S1(CCC(CNc2ccnc(ccc(Cl)c3)c23)C1)(=O)=O	MMV (CH) - Small Polar Library	DDD01821094:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10319422	[nH]1c(ccc(c2)Cl)c2cc1CNC([C@@H](C)N)=O	MMV (CH) - Small Polar Library	DDD01824267:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10313518	N1(CCC(N)CC1)c2ccccc2F	MMV (CH) - Small Polar Library	DDD01825157:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10314614	n1(c2cccc(Cl)c2)cc(cn1)CN	MMV (CH) - Small Polar Library	DDD01811901:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10315610	s1c(c2ccc(Cl)cc2)ccc1C(NCCN)=O	MMV (CH) - Small Polar Library	DDD01816885:01		CO-ADD:PL0025										300	300								90																											
CO-ADD:10316705	n1cn(nc1C#N)CC(=O)c2ccc3c(CCO3)c2	MMV (CH) - Small Polar Library	DDD01813992:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10313558	c1c(OCC)cccc1OCCNCC	MMV (CH) - Small Polar Library	DDD01827003:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10315661	c1(C(CO)NC)cccc(Cl)c1Cl	MMV (CH) - Small Polar Library	DDD01817264:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10315711	c(OCCNC1)(cc(Br)cc2)c12	MMV (CH) - Small Polar Library	DDD01817289:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10316766	c1(C(CCO2)CN)c2cccc1	MMV (CH) - Small Polar Library	DDD01813439:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10316767	c1(ccc(C)s1)C(=O)NCc(ccnc2N(C)C)c2	MMV (CH) - Small Polar Library	DDD01814317:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10314738	N1(CCN(CC(C)(C)N)CC1)c2cccc(Cl)c2	MMV (CH) - Small Polar Library	DDD01812038:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10315728	c1(OCC)cc(Cl)ccc1CN	MMV (CH) - Small Polar Library	DDD01817354:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10315740	c1(nnc(CC)s1)NC(=O)c2nccc(OC)c2	MMV (CH) - Small Polar Library	DDD01816880:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10316825	N#Cc(ccc(n1)NC(C)c(ccc(OCO2)c23)c3)c1	MMV (CH) - Small Polar Library	DDD01814200:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10317879	S(N)(NCCCc1ccc(Br)cc1F)(=O)=O	MMV (CH) - Small Polar Library	DDD01821179:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10314817	c1(N(CCCN2C)CC2)c(CO)cc(c3n1)cccc3	MMV (CH) - Small Polar Library	DDD01811489:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10315845	C(=O)(C1CCNC1)N(C)Cc2ccc(Cl)cc2	MMV (CH) - Small Polar Library	DDD01816683:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10316889	c1(coc(Br)c1)C(=O)Nc(cc2)ccn2	MMV (CH) - Small Polar Library	DDD01814280:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10316895	S(N)(=O)(=O)c1ccc(C(=O)Nc(cc2)ccc2OC)o1	MMV (CH) - Small Polar Library	DDD01814304:01		CO-ADD:PL0025										300	300								200																											
CO-ADD:10316914	c1(ccc(F)cc1I)C(=O)Nc(cc2)cc(n2)CO	MMV (CH) - Small Polar Library	DDD01813678:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10317919	c1(cc(c(cccc2)c2n1)C#N)N3CCC[C@@H]3CO	MMV (CH) - Small Polar Library	DDD01821188:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10317921	n(c1)n(C)cc1CC(=O)Nc2ccc(I)cn2	MMV (CH) - Small Polar Library	DDD01821196:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10318655	c12c(cccn1)c(Br)ccc2CNCC(C3)(O)CCO3	MMV (CH) - Small Polar Library	DDD01822795:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10318713	N1(CCCC(CCc(cc2)ccc2F)C1)C(=O)CCN	MMV (CH) - Small Polar Library	DDD01827386:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10318717	N1(CCCC(CCc(cc2)ccc2F)C1)C(CN)=O	MMV (CH) - Small Polar Library	DDD01825846:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10313825	c1(C(NCCc2[nH]cc(C)n2)=O)cc(n[nH]1)CCC	MMV (CH) - Small Polar Library	DDD01824967:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10313860	N1(CCCC1=O)Cc2ccccc2CNC(C)COC	MMV (CH) - Small Polar Library	DDD01825826:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10315932	N1C(CCCc2c1ccc(OC)c2)=O	MMV (CH) - Small Polar Library	DDD01817028:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10315960	n1c(N)ccnc1CNC(=O)c2cc(C)cc(Br)c2	MMV (CH) - Small Polar Library	DDD01816965:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10318774	C(=O)(Nc(ccc(c1Cl)C)c1)N(CCC2C(NC)=O)C2	MMV (CH) - Small Polar Library	DDD01827414:01		CO-ADD:PL0025										300	300								90																											
CO-ADD:10319799	C(=O)(NC(C1)CCN1)c2ccccc2OCCC	MMV (CH) - Small Polar Library	DDD01824456:01		CO-ADD:PL0025										300	300								25																											
CO-ADD:10313890	c(cnn1CC(NC)=O)(c2cccc(cn3)c2cc3)c1	MMV (CH) - Small Polar Library	DDD01825152:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10313913	s1c(C)nnc1SCC(NCCCc2csc(N)n2)=O	MMV (CH) - Small Polar Library	DDD01826317:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10315026	c12c(ccc(Cl)c1)nccc2NCCC(=O)N(C)C	MMV (CH) - Small Polar Library	DDD01811965:01		CO-ADD:PL0025										300	300								300																											
CO-ADD:10318152	n1c(SCC(=O)NCC(C)C)n[nH]c1c2ccccn2	MMV (CH) - Small Polar Library	DDD01821314:01		CO-ADD:PL0025										300	300								60																											
