compound_id	smiles	series	batch_id	source_id	synonyms	spark_achaogen_lpxc_pic50	spark_achaogen_lpxc_ic50_um	spark_achaogen_primary_mic_pseudomonas_aeruginosa_pmic	spark_achaogen_primary_mic_pseudomonas_aeruginosa_mic_um	spark_achaogen_primary_mic_escherichia_coli_pmic	spark_achaogen_primary_mic_escherichia_coli_mic_um	spark_achaogen_primary_mic_klebsiella_pneumoniae_pmic	spark_achaogen_primary_mic_klebsiella_pneumoniae_mic_um	spark_achaogen_primary_mic_staphylococcus_aureus_pmic	spark_achaogen_primary_mic_staphylococcus_aureus_mic_um	spark_achaogen_primary_mic_acinetobacter_baumannii_pmic	spark_achaogen_primary_mic_acinetobacter_baumannii_mic_um	spark_achaogen_primary_mic_yersinia_enterocolitica_pmic	spark_achaogen_primary_mic_yersinia_enterocolitica_mic_um	spark_achaogen_primary_mic_burkholderia_thailandensis_pmic	spark_achaogen_primary_mic_burkholderia_thailandensis_mic_um	spark_achaogen_lpxc_mic_acinetobacter_baumannii_pmic	spark_achaogen_lpxc_mic_acinetobacter_baumannii_mic_um	spark_achaogen_lpxc_mic_escherichia_coli_pmic	spark_achaogen_lpxc_mic_escherichia_coli_mic_um	spark_achaogen_lpxc_mic_burkholderia_cepacia_pmic	spark_achaogen_lpxc_mic_burkholderia_cepacia_mic_um	spark_achaogen_lpxc_mic_pseudomonas_aeruginosa_pmic	spark_achaogen_lpxc_mic_pseudomonas_aeruginosa_mic_um	spark_achaogen_lpxc_mic_klebsiella_pneumoniae_pmic	spark_achaogen_lpxc_mic_klebsiella_pneumoniae_mic_um	spark_achaogen_lpxc_mic_klebsiella_oxytoca_pmic	spark_achaogen_lpxc_mic_klebsiella_oxytoca_mic_um	spark_achaogen_lpxc_mic_achromobacter_spp_pmic	spark_achaogen_lpxc_mic_achromobacter_spp_mic_um	spark_achaogen_lpxc_mic_achromobacter_xylosoxidans_pmic	spark_achaogen_lpxc_mic_achromobacter_xylosoxidans_mic_um	spark_achaogen_lpxc_mic_ralstonia_mannitolytica_pmic	spark_achaogen_lpxc_mic_ralstonia_mannitolytica_mic_um	spark_achaogen_lpxc_mic_stenotrophomonas_spp_pmic	spark_achaogen_lpxc_mic_stenotrophomonas_spp_mic_um	spark_achaogen_lpxc_mic_stenotrophomonas_maltophilia_pmic	spark_achaogen_lpxc_mic_stenotrophomonas_maltophilia_mic_um	spark_achaogen_protein_binding_human_fraction_free_pct	spark_achaogen_protein_binding_rat_fraction_free_pct	spark_achaogen_protein_binding_mouse_fraction_free_pct	spark_achaogen_protein_binding_dog_fraction_free_pct	spark_achaogen_protein_binding_nhp_fraction_free_pct	spark_achaogen_cytotox_ic50_um	spark_achaogen_cytotox_r_squared	spark_achaogen_mic_population_mic50_ug_ml	spark_achaogen_mic_population_mic90_ug_ml	spark_achaogen_mic_population_min_mic_ug_ml	spark_achaogen_mic_population_max_mic_ug_ml	spark_achaogen_pae_clinical_isolate_mic5_ug_ml	spark_achaogen_pk_rat_iv_auc_0_inf_hr_ug_ml	spark_achaogen_pk_rat_iv_auc_0_t_hr_ug_ml	spark_achaogen_pk_rat_iv_cmax_ug_ml	spark_achaogen_pk_rat_iv_c0_ug_ml	spark_achaogen_pk_rat_iv_cl_l_hr_kg	spark_achaogen_pk_rat_iv_vss_l_kg	spark_achaogen_pk_rat_iv_free_auc_0_t_hr_ug_ml	spark_achaogen_pk_rat_iv_free_cmax_ug_ml	spark_achaogen_pk_rat_iv_free_cl_l_hr_kg
SPK-0125251	ONC(=O)C(NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(C(F)(F)F)C(F)(F)F	LpxC inhibitors	SPK-0125251-001	1	C000002428			5	9.27	5.35	4.16	5.6	2.32	4.1	74.2	4.95	11.03	5.4	3.68			5.1	7.36	5.5	2.92																																							
SPK-0125250	NC[C@H](NC(=O)C1=CC(F)=C(C=C1)C#CC1=CC=C(CN2CCC3(CC2)OCCO3)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125250-001	1	C000002416			5.7	2.01	5.45	3.44	5.4	4.03	3.9	129	4.65	24.15							5.4	4.03																																							
SPK-0125249	CO[C@H](C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125249-001	1	C000002371			5.1	8.86	5.85	2.492	6	1.11	4.1	70.9	5.1	8.86							5.4	4.43																																							
SPK-0125248	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C(Cl)=C1)C(=O)NO	LpxC inhibitors	SPK-0125248-001	1	C000002342			4.8	17	5.75	2.03	5.7	2.12	3.9	136	4.7	22.95							5.5	3																																							
SPK-0125247	C[C@@H](O)[C@H](NC(=O)C1=CC=C(OCC2=CC=C(CN3CCOCC3)C=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125247-001	1	C000002284			4.3	51	4.35	43.55	4.1	72.2	3.8	144	3.8	144							4.3	51																																							
SPK-0125246	C[C@@H](O)[C@H](NC(=O)C1=CC=C(NC(=O)C2=CC=C(CN3CCOCC3)C=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125246-001	1	C000002204			3.9	140	3.9	140	3.9	140	3.9	140	3.9	140							3.9	140																																							
SPK-0125245	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCC(CC2)C(C)(C)C)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125245-001	1	C000002192			4.8	16.3	5.7	2.03	6	1.02	3.6	260	4.2	65.1							6.45	0.3815					6.9	0.122																																	
SPK-0125244	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCC(CCO)CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125244-001	1	C000002158			5.4	4.17	5.1	8.34			3.9	133	4.05	99.85							6	2.2155					6.6	0.261																																	
SPK-0125243	CCC1CCCCN1CC1=CC=C(C=C1)C#CC1=CC=C(C=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)NO	LpxC inhibitors	SPK-0125243-001	1	C000002151			4.8	17.3	4.8	17.3			3.9	138	3.9	138							5.85	2.4245					6.3	0.539																																	
SPK-0125242	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CC(C)CC(C)C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125242-001	1	C000002150			4.8	17.3	5.1	8.63			3.9	138	4.05	103.5							6.15	1.215					6.6	0.27																																	
SPK-0125241	C[C@@H](O)[C@H](NC(=O)C1=CC(C)=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125241-001	1	C000002122			4.8	17.7	5.4	4.43	5.7	2.21	3.8	142	4.5	35.4							6	1.11					6.6	0.277																																	
SPK-0125240	C[C@@H](O)[C@H](NC(=O)C1=C(C)C=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125240-001	1	C000002088			4.5	35.4	5.7	2.77	5.4	4.43	3.8	142	3.8	142							5.1	8.86																																							
SPK-0125239	C[C@H](O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN(C)CCN(C)C)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125239-001	1	C000001999			3.8	141	3.8	141			3.8	141			3.5	283	3.8	141	3.8	141	3.8	141	3.8	141			3.8	141																																	
SPK-0125238	C[C@H](O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCSCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125238-001	1	C000001992			3.9	141	3.9	141			3.9	141			3.9	141	3.9	141	3.9	141	4.8	17.6	3.9	141			4.8	17.6																																	
SPK-0125237	C[C@H](O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CNC2CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125237-001	1	C000001989			3.8	157	3.8	157			3.8	157			3.5	314	3.8	157	3.8	157	3.8	157	3.8	157			3.8	157																																	
SPK-0125236	NC[C@@H](NS(=O)(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125236-001	1	C000001985			3.9	140	3.9	140			3.9	140			3.6	279	3.9	140	3.9	140	3.9	140	3.9	140			3.9	140																																	
SPK-0125235	ONC(=O)[C@@H]1CCCN1S(=O)(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0125235-001	1	C000001972			4.2	68.1	4.35	76.5			3.9	136			4.5	34.1	3.9	136	3.9	136	6	1.06	3.9	136			5.7	2.13																																	
SPK-0125234	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN(C)CC(=O)N(C)C)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125234-001	1	C000001964			4.8	17.1	4.65	70.645			3.9	137			4.2	68.6	3.9	137	3.9	137	6.3	0.536	3.9	137			6.9	0.129																																	
SPK-0125233	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN(C)CC2=CN=CC=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125233-001	1	C000001963			5.4	4.23	5.55	17.0825			3.9	135			5.4	4.23	5.1	8.46	3.9	135	6.9	0.127	4.2	67.7			6.9	0.127																																	
SPK-0125232	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCNC(=O)C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125232-001	1	C000001958			5.1	8.88	4.6	73.22			3.8	142			4.4	35.5	4.1	71	3.8	142	6	1.11	3.8	142			6.9	0.133																																	
SPK-0125231	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN(C)CCO)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125231-001	1	C000001946			5.3	4.7	4.55	77.35			3.8	150			4.1	75.2	3.8	150	3.8	150	5.9	1.18	3.8	150			6.5	0.294																																	
SPK-0125230	ONC(=O)[C@@H](CC1=CNC=N1)NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0125230-001	1	C000001939			4.8	16.9	4.65	69.61			3.9	135			3.9	135	3.9	135	3.9	135	5.7	2.11	3.9	135			6.3	0.528																																	
SPK-0125229	ONC(=O)[C@H](CC1=CNC=N1)NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0125229-001	1	C000001927			4.5	33.8	5.1	8.45	5.4	4.22	3.9	135	3.9	135	3.9	135	3.9	135	3.9	135	5.7	2.11	3.9	135			6.6	0.264																																	
SPK-0125228	CSCC[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125228-001	1	C000001920			5.1	8.55	5.1	34.735			3.9	137			4.8	17.1	4.2	68.4	3.9	137	6.3	0.535	3.9	137			6.9	0.128																																	
SPK-0125225	CC(C)(N)[C@H](NC(=O)C12CC(C1)(C2)C#CC#CCO)C(=O)NO	LpxC inhibitors	SPK-0125225-001	1	C000010815	5.82	1.5	4.6	25.1																			4	100																						32	32	8	32										
SPK-0125224	CC(C)(N)[C@H](NC(=O)C12CC(C1)(C2)C#CC#CC1CNC1)C(=O)NO	LpxC inhibitors	SPK-0125224-001	1	C000010813			4	92.9																			4	92.9																						32	32	16	32										
SPK-0125223	CO[C@@]1(CCS(=O)(=O)C1)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0125223-001	1	C000050565	8.66	0.0022	5	9.21	5	9.21	4.1	73.7																															33.3	25.2										5.28									
SPK-0125222	COC1(CS(=O)(=O)C1)C(NC(=O)C1=CC=C(C=C1)C#CC#CC[C@@H](O)CO)C(=O)NO	LpxC inhibitors	SPK-0125222-001	1	C000050555	8.68	0.0021	4.4	35.5	4.6	25.1	4.1	71																																										19.7									
SPK-0125221	CNC1(CS(=O)(=O)C1)C(NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0125221-001	1	C000050551	8.72	0.0019	4.7	19.1	5.2	6.74	4.6	27																																										9.19									
SPK-0125220	COC1(CS(=O)(=O)C1)C(NC(=O)N1CCN(CC1)C1=CC=CC=C1)C(=O)NO	LpxC inhibitors	SPK-0125220-001	1	C000050547	6.57	0.27	3.8	155	3.8	155	3.8	155																																										64									
SPK-0125219	COC1(CNC1)C(NC(=O)C1=CC=C(C=C1)C#CC#CC1CN(C)C1)C(=O)NO	LpxC inhibitors	SPK-0125219-001	1	C000050543	5.89	1.3	4.5	31.3	4.5	31.3	4.5	31.3																																										36.8									
SPK-0125218	CCC1(CS(=O)(=O)C1)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0125218-001	1	C000050528	8.37	0.0043	5.3	4.78	5.3	4.78	4.6	27																															24.2	19.5										2.46	4.6	4.6	22	32	2.2	0.68	0.9	4.2	11
SPK-0125217	COC1(CS(=O)(=O)C1)C(NC(=O)C1=CC=C(C=C1)C#CC#CCC(C)O)C(=O)NO	LpxC inhibitors	SPK-0125217-001	1	C000050518	8.72	0.0019	5	10.4	5.7	1.84	5	10.4																															13.9	15.9										5.63									
SPK-0125216	CO[C@]1(CN[C@@H]1C)[C@H](NC(=O)C1=CC=C(C=C1)S(F)(F)(F)(F)F)C(=O)NO	LpxC inhibitors	SPK-0125216-001	1	C000050510	6.46	0.35	5.5	3.31	3.8	160	3.8	160																															54.7	51.4										1.86									
SPK-0125215	COC1(CN(C)C1)C(NC(=O)C1=CC=C(C=C1)C#CC)C(=O)NO	LpxC inhibitors	SPK-0125215-001	1	C000050477	5.77	1.7	4.1	71.8	3.8	144	3.8	144																																										48.5									
SPK-0125214	COC1(CNC1)C(NC(=O)C1=CC=C(C=C1)C#CC)C(=O)NO	LpxC inhibitors	SPK-0125214-001	1	C000050466			4.7	18.5	3.8	148	3.8	148																																										9.19									
SPK-0125213	CC(C)(N)[C@H](NC(=O)CCC1=CC=CC=C1Cl)C(=O)NO	LpxC inhibitors	SPK-0125213-001	1	C000050464	6.26	0.55	4.1	74.8	3.2	598	3.2	598																																										34.3									
SPK-0125212	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC2(C1)CN(CCO)C2)C(=O)NO	LpxC inhibitors	SPK-0125212-001	1	C000050457	8.62	0.0024	4.7	20.5	4.5	29	3.9	116																																										29.9									
SPK-0125211	COC1(CS(=O)C1)C(NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0125211-001	1	C000050430, C000050431	8.42	0.0038	4.7	19.8	4.65	23.9	4.05	95.55																															33.1	26.4										10.23									
SPK-0125210	CC(C)(C)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0125210-001	1	C000050429	3.96	110	3	1110	3	1110	3	1110																																										256									
SPK-0125209	OCCC#CC#CC1=CC=C(C=C1)C(=O)NC(C(=O)NO)C1(O)CS(=O)C1	LpxC inhibitors	SPK-0125209-001	1	C000050426, C000050427	8.38	0.0046	3.9	116	4.4	41	3.8	164																																										53.1									
SPK-0125208	CS(=O)(=O)C1(COC1)C(NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0125208-001	1	C000050416	8.59	0.0026	5	9.51	5.3	4.76	4.6	26.9																																										6.06									
SPK-0125207	CC#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)O	LpxC inhibitors	SPK-0125207-001	1	C000050414	8.7	0.002	5.8	1.59	6.1	0.795	5.2	6.36																															12.8	14.3										0.758	1.7	1.7	5.8	6.9	6	2.1	0.24	0.83	42
SPK-0125206	C[C@@](O)([C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO)C1CNC1	LpxC inhibitors	SPK-0125206-001	1	C000050377			3.3	513	3.3	513	3.3	513																																										256									
SPK-0125205	OCCC#CC#CC1=CC=C(C=C1)C(=O)N[C@@H](C(=O)NO)[C@@]1(O)CCNC1	LpxC inhibitors	SPK-0125205-001	1	C000050373			3.3	527	3.3	527	3.3	527																																										256									
SPK-0125204	CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)[C@@](C)(O)CN(C)C	LpxC inhibitors	SPK-0125204-001	1	C000050338			3.2	572	3.2	572	3.2	572																															52.9	59.8										256									
SPK-0125203	CS(=O)(=O)C1(CCC1)C(NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0125203-001	1	C000050328	8.51	0.0031	5.6	2.39	5.8	1.69	5	9.56																															14.7	16.8										1.74	5.1	5.1	28	47	2	0.5	0.86	4.7	12
SPK-0125202	CC#CC1=CC=C(C=C1)C(=O)NC(C(=O)NO)C1(O)CN(CCO)C1	LpxC inhibitors	SPK-0125202-001	1	C000050326	6.6	0.25	4.2	69.4	3.3	555	3.3	555																																										39.4									
SPK-0125201	CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)S(=O)(=O)CC1COC1	LpxC inhibitors	SPK-0125201-001	1	C000050314	9	0.001	5.5	3.04	5.1	7.66	4.7	21.6															5.7	1.91															23.3	44.2						1	4	0.13	8	2.93									
SPK-0125200	CC(C)(N)[C@H](NC(=O)C1CCC(=CC1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0125200-001	1	C000050313	7.28	0.053	5.4	4.33	4.5	34.7	3.7	196																															45.8	43.6										2.46									
SPK-0125199	CC(C)(N)[C@H](NC(=O)C1CCC(=CC1)C1=CC=CC=C1)C(=O)NO	LpxC inhibitors	SPK-0125199-001	1	C000050309	7.3	0.05	5.1	7.13	4.1	71.8	3.5	287															5.6	2.24															31.7	26.6						1	8	0.5	32	4									
SPK-0125198	CC(C)(N)[C@H](NC(=O)C1=CC=C(OC2CC2)N=C1)C(=O)NO	LpxC inhibitors	SPK-0125198-001	1	C000050302	5.89	1.3	4.7	18.9	3.2	606	3.2	606																																										11.3									
SPK-0125197	CC(C)(N)[C@H](NC(=O)C1=CC=C(OCC2CC2)N=C1)C(=O)NO	LpxC inhibitors	SPK-0125197-001	1	C000050289	6.05	0.89	4.3	49.6	3.1	794	3.1	794																																										22.6									
SPK-0125196	CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)NCC1CC1	LpxC inhibitors	SPK-0125196-001	1	C000050274	7.22	0.06	5.4	4.37	5.2	6.18	4.8	17.5																															21.4	48										2.64									
SPK-0125195	CC#CCOC1CCN(CC1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0125195-001	1	C000050261	5.28	5.2	3.5	291	3.2	581	3.2	581																																										169									
SPK-0125194	CC(C)(N)[C@H](NC(=O)N1CCCC(F)(F)CC1)C(=O)NO	LpxC inhibitors	SPK-0125194-001	1	C000050258	5.12	7.5	4.1	75.8	3.2	606	3.2	606															4.1	75.8																						32	130	8	260	48.5									
SPK-0125193	CN1CC(CS(=O)(=O)C(C)(C)[C@H](NC(=O)C2=CC=C(C=C2)C#CC#CCCO)C(=O)NO)C1	LpxC inhibitors	SPK-0125193-001	1	C000050250	7.55	0.028	4.3	47.6	3.6	269	3.6	269																															41.8	45.1										55.7									
SPK-0125192	CC(C)(N)[C@H](NC(=O)C1CCCCCC1)C(=O)NO	LpxC inhibitors	SPK-0125192-001	1	C000050237	4.8	19.55	4.1	83	3.2	664	3.2	664																																										48.5									
SPK-0125191	CC(C)([C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO)S(=O)(=O)CC1COC1	LpxC inhibitors	SPK-0125191-001	1	C000050228	9.075	0.001305	4.8	14.7	5.6	2.5	5.3	5.01															5.1	8.65															20.8	23.3						4	16	1	16	9.55									
SPK-0125190	CC(C)=C(NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0125190-001	1	C000050227	4.755	51.55	3.1	784	3.1	784	3.1	784																															15.8	15.1										256									
SPK-0125189	CC(C)(N)[C@H](NC(=O)C1CCC(=C)CC1)C(=O)NO	LpxC inhibitors	SPK-0125189-001	1	C000050217	5.62	2.4	4.5	29.5	3.8	167	3.8	167																															80.9	71.9										13.9									
SPK-0125188	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCS(N)(=O)=O)C(=O)NO	LpxC inhibitors	SPK-0125188-001	1	C000050193	8.36	0.0044	5	9.82	5.3	4.91	4.7	19.6																															14.7	19										5.79									
SPK-0125187	CN1N=C(C)C(C(NC(=O)C2=CC=C(C=C2)C#CC#CCCO)C(=O)NO)=C1C	LpxC inhibitors	SPK-0125187-001	1	C000050175	6.49	0.32	3.8	162	3.8	162	3.8	162																																										64									
SPK-0125186	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0125186-001	1	C000050163	7.6	0.025	5.9	1.33	4.7	21.3	3.8	170																															27.2	35.9										0.758									
SPK-0125185	CC(C)(N)[C@H](NC(=O)N1CCCC1)C(=O)NO	LpxC inhibitors	SPK-0125185-001	1	C000050162	4.3	50	3.7	210	3.1	841	3.1	841																																										84.4									
SPK-0125184	CC1=C(C(NC(=O)C2=CC=C(C=C2)C#CC#CCCO)C(=O)NO)C(C)=NN1	LpxC inhibitors	SPK-0125184-001	1	C000050160	6.93	0.117	3.8	168	3.8	168	3.8	168																															24	24.7										64									
SPK-0125183	CC1=C(C(NC(=O)C2=CC=C(C=C2)C#CC#CCCO)C(=O)NO)C(C)=NO1	LpxC inhibitors	SPK-0125183-001	1	C000050158	8.04	0.0092	5.3	5.24	5.3	5.24	4.4	42															5.6	2.62															19.6	14.7						1	4	0.25	8	3.25	9.9	9.8	35	47	1	0.45	1.4	5.1	6.9
SPK-0125182	CC(C)(O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0125182-001	1	C000050140	5.7	2	3.7	186	3.7	186	3.7	186																																										64									
SPK-0125181	CCS(=O)(=O)C(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0125181-001	1	C000050074	8.38	0.0042	5.4	3.77	5.6	2.38	5	9.51															5.6	2.38															30.4	23.7						1	2	0.25	8	2.46									
SPK-0125180	CC1=NOC(=C1)[C@](C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0125180-001	1	C000050066	7.74	0.018	5.2	6.87	4.9	13.8	4.1	77.8																															21.3	18										3.73	3.2	3.2	16	24	1.4	0.42	0.58	2.8	7.9
SPK-0125179	CN(C)CCS(=O)(=O)C(C)(C)[C@H](NC(=O)C1=CC=C(OC(F)(F)F)C=C1)C(=O)NO	LpxC inhibitors	SPK-0125179-001	1	C000050063	7.3	0.05	4.3	56.2	3.9	112	3.9	112															4.9	14																										42.2									
SPK-0125178	COC1=CC=C(C=N1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0125178-001	1	C000050059	5.57	2.7	4.7	20.2	3.8	161	3.8	161															5	10.1															86.9	83.9										11.3									
SPK-0125177	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC(C1)NC1CNC1)C(=O)NO	LpxC inhibitors	SPK-0125177-001	1	C000049985	8.77	0.0017	4.7	21	4.5	29.7	4.5	29.7																															19.2	40.7										14.9									
SPK-0125176	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CNCCO1)C(=O)NO	LpxC inhibitors	SPK-0125176-001	1	C000049959			5.1	8.01	5.1	8.01	4.5	32															5.7	2																				146	0.96					6.96									
SPK-0125175	[H][C@]12CNC[C@@]1([H])[C@@]2(C)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)O	LpxC inhibitors	SPK-0125175-001	1	C000049955			6	0.981	5.4	3.93							4.8	15.7	4.5	31.4					4.5	31.4	4.8	15.7									4.8	15.7																									
SPK-0125174	[H][C@@]12CN(C[C@]1([H])[C@H]2C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N)C1COC1	LpxC inhibitors	SPK-0125174-001	1	C000049953			6	0.908	6.9	0.135	6.4	0.36															6.6	0.227																						0.25	1	0.031	2	0.671									
SPK-0125173	CC(C)([NH3+])[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC#CC(O)CO)C(=O)NO	LpxC inhibitors	SPK-0125173-001	1	C000049939	8.86	0.00137	6.3	0.503	5.2	6.38	5.1	8.04					4.5	32.2	4.8	16.1					4.5	32.2	5	10.42									5.4	4.02										110	0.96														
SPK-0125172	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CN(CCS(C)(=O)=O)C1)C(=O)NO	LpxC inhibitors	SPK-0125172-001	1	C000049936	8.87	0.00135	4.8	15.3	5.7	1.92	5.7	1.92															4.65	23																										9.19									
SPK-0125171	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C1=NOC(CO)=C1)C(=O)NO	LpxC inhibitors	SPK-0125171-001	1	C000049924	6.37	0.425	4.4	39.2																			4.4	39.2																																			
SPK-0125170	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC[C@H](CO)CC1)C(=O)NO	LpxC inhibitors	SPK-0125170-001	1	C000005100, C000005101			5.6	2.43	5.75	1.825	5.15	7.29	4.4	38.9	4.55	29.15	5	9.72	5.6	2.43																																											
SPK-0125169	CC(CF)N1CC(C1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)O	LpxC inhibitors	SPK-0125169-001	1	C000049905	9.12	0.00075	5.1	7.55	6.9	0.118	6	0.944															5.7	1.89																				169	0.94	1	4	0.25	16	6.06									
SPK-0125168	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCOCCO)C(=O)NO	LpxC inhibitors	SPK-0125168-001	1	C000005392	7.47	0.0335	5.9	1.39																			5.3	5.57																						2	8	0.5	8										
SPK-0125167	CC(C)(N)[C@H](NC(=O)C12CC(C1)(C2)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0125167-001	1	C000005391	5.92	1.2	4.3	48																			4.3	48																						16	32	2	32										
SPK-0125166	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1CN(C1)S(C)(=O)=O)C(=O)NO	LpxC inhibitors	SPK-0125166-001	1	C000005374	8.58	0.00265	5.6	2.3	5.9	2.444			4.1	73.6													4.4	36.8																																			
SPK-0125165	CC#CCOC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0125165-001	1	C000005370	7.41	0.039	5.5	3.13	4.6	31.3	3.7	200	4	100													5.05	9.38																										1.15									
SPK-0125164	[H]C(=O)N1CC(C1)\\C=C\\C#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0125164-001	1	C000005365			5	10.4	5.45	5.85			4.1	83.2																																																	
