compound_id	smiles	series	canonical_postera_id	fragalysis_id	acrylamide	chloroacetamide	mpro_fluorescence_pIC50	mpro_fluorescence_IC50_uM	mpro_rapidfire_pIC50	mpro_rapidfire_IC50_uM	trypsin_IC50_uM	trypsin_mpro_selectivity_ratio
LUO-POS-e1dab717-11	CCNC(=O)CN1CC2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2S1(=O)=O	3-aminopyridine-like	LUO-POS-e1dab717-11		False	False	6.56048	0.275118				
LUO-POS-e1dab717-12	O=C(CN1CC2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2S1(=O)=O)NCC1CC1	3-aminopyridine-like	LUO-POS-e1dab717-12		False	False	6.693	0.202767				
MAT-POS-e48723dc-1	CNC(=O)C1(N2C[C@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)CC1	Ugi	MAT-POS-e48723dc-1		False	False	4.25607	55.4539				
MAT-POS-e48723dc-2	CNC(=O)C1(N2C[C@@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)CC1	Ugi	MAT-POS-e48723dc-2		False	False	7.30103	0.05				
LUO-POS-9931618f-2	CNC(=O)CN1C[C@@]2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O	Ugi	LUO-POS-9931618f-2		False	False	7.27772	0.0527566				
EDJ-MED-b6c6ee2b-2	CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccc(OC)cc34)C2=O)C1	3-aminopyridine-like	EDJ-MED-b6c6ee2b-2		False	False	6.81451	0.15328				
EDJ-MED-b6c6ee2b-3	COc1ccc2cncc(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)c2c1	3-aminopyridine-like	EDJ-MED-b6c6ee2b-3		False	False	6.66779	0.214885				
EDJ-MED-5cd3920d-5	O=C1N(c2cncc3ccccc23)CCC12CN(S(=O)(=O)CC1(C(F)F)CC1)Cc1ccc(Cl)cc12	3-aminopyridine-like	EDJ-MED-5cd3920d-5		False	False	6.80869	0.155351				
EDJ-MED-5cd3920d-6	O=C1N(c2cncc3ccccc23)CCC12CN(S(=O)(=O)CC1(C(F)(F)F)CC1)Cc1ccc(Cl)cc12	Unassigned	EDJ-MED-5cd3920d-6		False	False	6.80504	0.156659				
MAT-POS-50a80394-1	CC1CN(c2cncc3ccccc23)C(=O)C12CN(S(=O)(=O)CC1(C#N)CC1)Cc1ccc(Cl)cc12	3-aminopyridine-like	MAT-POS-50a80394-1		False	False	6.97248	0.106543				
MAT-POS-50a80394-2	CCC1CN(c2cncc3ccccc23)C(=O)C12CN(S(=O)(=O)CC1(C#N)CC1)Cc1ccc(Cl)cc12	3-aminopyridine-like	MAT-POS-50a80394-2		False	False	7.12838	0.0744085				
MAT-POS-be048f2c-5	CCn1nccc1C(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1	3-aminopyridine-like	MAT-POS-be048f2c-5		False	False	6.52723	0.297012				
MAT-POS-be048f2c-6	CC(C)n1nccc1C(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1	3-aminopyridine-like	MAT-POS-be048f2c-6		False	False	6.57245	0.26764				
MAT-POS-be048f2c-7	O=C(c1ccnn1C1CC1)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1	3-aminopyridine-like	MAT-POS-be048f2c-7		False	False	6.78814	0.162876				
EDJ-MED-cc48ee33-4	Cc1cnn(C)c1C(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1	3-aminopyridine-like	EDJ-MED-cc48ee33-4		False	False	6.16559	0.682988				
EDJ-MED-cc48ee33-5	Cc1cc(C(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)n(C)n1	3-aminopyridine-like	EDJ-MED-cc48ee33-5		False	False	6.3335	0.463982				
EDJ-MED-fb79a796-3	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3nncn3C3CC3)C2)CC1	3-aminopyridine-like	EDJ-MED-fb79a796-3		False	False	4.25694	55.3432				
MAT-POS-38eb6498-3	CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccc(OCCN(C)C)cc34)C2=O)C1	3-aminopyridine-like	MAT-POS-38eb6498-3		False	False	6.67865	0.209581				
MIK-UNK-58cd43d0-1	O=C(Nc1cncc2c1CCCC2)[C@H]1CNS(=O)(=O)c2ccc(Cl)cc21	3-aminopyridine-like	MIK-UNK-58cd43d0-1		False	False	6.14064	0.723365				
MIK-UNK-122557fa-1	CNC(=O)CN1Cc2ccc(Cl)cc2[C@]2(CCN(c3cncc4c3CCCC4)C2=O)C1	3-aminopyridine-like	MIK-UNK-122557fa-1		False	False	4.00218	99.5				
MIK-UNK-1619f2e2-1	CNC(=O)CN1Cc2ccc(Cl)cc2[C@@]2(CCN(c3cncc4c3CCCC4)C2=O)C1	3-aminopyridine-like	MIK-UNK-1619f2e2-1		False	False	6.62812	0.23544				
MIK-UNK-78dbf1b8-1	O=C(Nc1cncc2c1CCCC2)[C@@H]1CNS(=O)(=O)c2ccc(Cl)cc21	3-aminopyridine-like	MIK-UNK-78dbf1b8-1		False	False	6.68795	0.205139				
SAL-UNI-60119594-1	CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(C)C(O)CC12C	Unassigned	SAL-UNI-60119594-1		False	False	4.00218	99.5				
SAL-UNI-60119594-2	COC(C)(C)/C=C/C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C=O)CC[C@]12C	Unassigned	SAL-UNI-60119594-2		False	False	4.00218	99.5				
SAL-UNI-60119594-3	C[C@H](C/C=C/C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3C=C[C@]45OC(O)[C@@]3(CC[C@]12C)[C@@H]4CC[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C5(C)C	Unassigned	SAL-UNI-60119594-3		False	False	4.00218	99.5				
SAL-UNI-60119594-4	CC(C)=CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C	Unassigned	SAL-UNI-60119594-4		False	False	4.00218	99.5				
SAL-UNI-60119594-5	CC1=C[C@@H](c2c(O)cc(-c3cc4ccc(O)cc4o3)cc2O)[C@@H](C(=O)c2ccc(O)cc2O)[C@H](c2ccc(O)cc2O)C1	Unassigned	SAL-UNI-60119594-5		False	False	4.00218	99.5				
SAL-UNI-60119594-6	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(O)cc2c1OC(=O)C2=C(C)C	Unassigned	SAL-UNI-60119594-6		False	False	4.00218	99.5				
SAL-UNI-60119594-7	C[C@H](C/C=C/C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3C=C[C@@]45OC[C@]3(CC[C@]12C)[C@@H]4CC[C@H](O)C5(C)C	Unassigned	SAL-UNI-60119594-7		False	False	4.00218	99.5				
SAL-UNI-60119594-8	COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O	Unassigned	SAL-UNI-60119594-8		False	False	4.00218	99.5				
SAL-UNI-60119594-9	O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	Unassigned	SAL-UNI-60119594-9		False	False	4.00218	99.5				
SAL-UNI-60119594-10	COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1	Unassigned	SAL-UNI-60119594-10		False	False	4.00218	99.5				
ASA-WEI-839d033f-1	C[C@@H]1[C@@]2(CC[C@@H](C)CO2)O[C@H]2C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@]21O	Unassigned	ASA-WEI-839d033f-1		False	False	4.00218	99.5				
MAT-POS-e20a5dfb-1	O=C1N(c2cncc3ccccc23)CCC[C@]12CCOc1ccc(Cl)cc12	3-aminopyridine-like	MAT-POS-e20a5dfb-1		False	False	4.00218	99.5				
MAT-POS-e20a5dfb-2	O=C1N(c2cncc3ccccc23)CCC[C@@]12CCOc1ccc(Cl)cc12	3-aminopyridine-like	MAT-POS-e20a5dfb-2		False	False	6.43816	0.364616				
PET-UNK-14142a25-1	CNC(=O)CN1C[C@]2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O	Ugi	PET-UNK-14142a25-1		False	False	4.08536	82.1564				
EDJ-MED-976a33d5-1	CNC(=O)C1(N2CC3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)CC1	Ugi	EDJ-MED-976a33d5-1		False	False	7.04401	0.0903639				
EDJ-MED-976a33d5-2	CNC(=O)C1(N2CC3(CCN(c4cncc5cc(S(C)(=O)=O)ccc45)C3=O)c3cc(Cl)ccc3C2=O)CC1	Unassigned	EDJ-MED-976a33d5-2		False	False	6.5772	0.264725				
MAT-POS-69786b79-3	CC1(NC(=O)CN2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CC1	3-aminopyridine-like	MAT-POS-69786b79-3		False	False	6.56771	0.270578				
ALP-UNI-fe744232-1	O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(-n2ccnc2)cc1	Ugi	ALP-UNI-fe744232-1		False	False	4.00218	99.5				
ALP-UNI-fe744232-3	N#Cc1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-UNI-fe744232-3		False	False	4.00218	99.5				
ALP-UNI-fe744232-9	CCNC(=O)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-UNI-fe744232-9		False	False	4.00218	99.5				
ALP-UNI-fe744232-11	CC1(c2ccc(N(C(=O)c3cocn3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2)OCCO1	Ugi	ALP-UNI-fe744232-11		False	False	4.08041	83.0984				
ALP-UNI-fe744232-12	CNC(=O)Nc1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-UNI-fe744232-12		False	False	4.00218	99.5				
ALP-UNI-fe744232-13	O=C(Nc1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1)NC1CC1	Ugi	ALP-UNI-fe744232-13		False	False	4.00218	99.5				
ALP-UNI-fe744232-17	O=C(NCCO)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-UNI-fe744232-17		False	False	4.00218	99.5				
ALP-UNI-fe744232-18	CC(C)(O)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-UNI-fe744232-18		False	False	4.57621	26.5333				
ALP-UNI-fe744232-19	O=C(NCCCO)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-UNI-fe744232-19		False	False	4.00218	99.5				
ALP-UNI-fe744232-22	O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C2(O)COC2)cc1	Ugi	ALP-UNI-fe744232-22		False	False	4.00218	99.5				
ALP-UNI-fe744232-30	COCOc1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-UNI-fe744232-30		False	False	4.87789	13.2468				
MIK-ENA-5d9157e9-1	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@]3(CCN(c4cncc5ccccc45)C3=O)C2)CC1	3-aminopyridine-like	MIK-ENA-5d9157e9-1		False	False	7.30103	0.05				
MIK-ENA-5d9157e9-2	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@]3(CCN(c4cncc5ccccc45)C3=O)C2)CC1	3-aminopyridine-like	MIK-ENA-5d9157e9-2		False	False	4.87094	13.4604				
MIK-ENA-5d9157e9-3	CNC(=O)CN1C[C@@H](C(=O)Nc2cncc3cccc(Cl)c23)c2cc(Cl)ccc2C1=O	Ugi	MIK-ENA-5d9157e9-3		False	False	4.83658	14.5686				
MIK-ENA-5d9157e9-4	CNC(=O)CN1C[C@H](C(=O)Nc2cncc3cccc(Cl)c23)c2cc(Cl)ccc2C1=O	Ugi	MIK-ENA-5d9157e9-4		False	False	7.016	0.0963831				
MIK-ENA-5d9157e9-5	C[C@]1(C(=O)Nc2cncc3c2CCCC3)CNS(=O)(=O)c2ccc(Cl)cc21	3-aminopyridine-like	MIK-ENA-5d9157e9-5		False	False	6.66976	0.213913				
MIK-ENA-5d9157e9-6	C[C@@]1(C(=O)Nc2cncc3c2CCCC3)CNS(=O)(=O)c2ccc(Cl)cc21	3-aminopyridine-like	MIK-ENA-5d9157e9-6		False	False	5.42909	3.72316				
EDJ-MED-705e09b8-1	CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4c3CCCC4)C2=O)C1	3-aminopyridine-like	EDJ-MED-705e09b8-1		False	False	6.58795	0.258255				
EDJ-MED-705e09b8-2	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5c4CCCC5)C3=O)C2)CC1	3-aminopyridine-like	EDJ-MED-705e09b8-2		False	False	6.28857	0.514551				
ALP-POS-ecbed2ba-1	CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CS(=O)(=O)C1	Unassigned	ALP-POS-ecbed2ba-1		False	False	6.84275	0.143631				
ALP-POS-ecbed2ba-2	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCS(=O)(=O)CC1	Unassigned	ALP-POS-ecbed2ba-2		False	False	6.67596	0.210883				
ALP-POS-ecbed2ba-3	CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CC1	3-aminopyridine-like	ALP-POS-ecbed2ba-3		False	False	6.57626	0.265302				
ALP-POS-ecbed2ba-5	O=C1N(c2cncc3ccccc23)CCC12CN(S(=O)(=O)CC1CS(=O)(=O)C1)Cc1ccc(Cl)cc12	3-aminopyridine-like	ALP-POS-ecbed2ba-5		False	False	6.45278	0.352548				
ALP-POS-ecbed2ba-6	COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CC1	3-aminopyridine-like	ALP-POS-ecbed2ba-6		False	False	6.44811	0.356361				
ALP-POS-ecbed2ba-7	CNC(=O)C1(N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CC1	3-aminopyridine-like	ALP-POS-ecbed2ba-7		False	False	7.13537	0.0732195				
ALP-POS-ecbed2ba-8	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCC1	3-aminopyridine-like	ALP-POS-ecbed2ba-8		False	False	6.58054	0.262698				
ALP-POS-ecbed2ba-9	N#CC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1	3-aminopyridine-like	ALP-POS-ecbed2ba-9		False	False	6.74254	0.180909				
ALP-POS-ecbed2ba-10	COC1CN(S(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)C1	3-aminopyridine-like	ALP-POS-ecbed2ba-10		False	False	6.65019	0.223774				
ALP-POS-ecbed2ba-11	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCOCC1	Unassigned	ALP-POS-ecbed2ba-11		False	False	6.47065	0.338334				
ALP-POS-ecbed2ba-12	O=C(CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1)NCC1CC1	3-aminopyridine-like	ALP-POS-ecbed2ba-12		False	False	7.08421	0.0823742				
ALP-POS-ecbed2ba-13	CC(C)(C#N)CS(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1	3-aminopyridine-like	ALP-POS-ecbed2ba-13		False	False	6.34877	0.447952				
ALP-POS-ecbed2ba-14	N#CCNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1	3-aminopyridine-like	ALP-POS-ecbed2ba-14		False	False	6.57991	0.263078				
ALP-POS-ecbed2ba-15	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CCCC1	3-aminopyridine-like	ALP-POS-ecbed2ba-15		False	False	6.6119	0.244398				
ALP-POS-ecbed2ba-16	CN(CCC#N)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1	3-aminopyridine-like	ALP-POS-ecbed2ba-16		False	False	6.21259	0.612931				
ALP-POS-ecbed2ba-17	CN(CC#N)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1	3-aminopyridine-like	ALP-POS-ecbed2ba-17		False	False	6.39066	0.406763				
ALP-POS-ecbed2ba-18	CCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1	3-aminopyridine-like	ALP-POS-ecbed2ba-18		False	False	6.24987	0.562507				
ALP-POS-ecbed2ba-19	CN(CCO)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1	3-aminopyridine-like	ALP-POS-ecbed2ba-19		False	False	6.15566	0.698771				
ALP-POS-ecbed2ba-20	O=C1N(c2cncc3ccccc23)CCC12CN(S(=O)(=O)N1CCC1)Cc1ccc(Cl)cc12	3-aminopyridine-like	ALP-POS-ecbed2ba-20		False	False	6.48142	0.330051				
ALP-POS-ecbed2ba-21	COCCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1	3-aminopyridine-like	ALP-POS-ecbed2ba-21		False	False	6.00306	0.992969				
ALP-POS-ecbed2ba-22	N#CCC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CC1	3-aminopyridine-like	ALP-POS-ecbed2ba-22		False	False	6.47255	0.336861				
MAT-POS-853c0ffa-1	CNC(=O)CN1CC2(CCN(c3cncc4cccc(Cl)c34)C2=O)c2cc(Cl)ccc2C1=O	Ugi	MAT-POS-853c0ffa-1		False	False	5.77624	1.674				
MAT-POS-853c0ffa-5	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5cccc(Cl)c45)C3=O)C2)CC1	3-aminopyridine-like	MAT-POS-853c0ffa-5		False	False	5.10824	7.79395				
MAT-POS-853c0ffa-6	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5cc(F)cc(Cl)c45)C3=O)C2)CC1	Unassigned	MAT-POS-853c0ffa-6		False	False	4.62325	23.8095				
MAT-POS-853c0ffa-9	CN(C)CCOc1ccc2cncc(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)c2c1	Unassigned	MAT-POS-853c0ffa-9		False	False	6.79378	0.160776				
MAT-POS-853c0ffa-10	COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccc(OCCN(C)C)cc45)C3=O)C2)CC1	Unassigned	MAT-POS-853c0ffa-10		False	False	6.74267	0.180856				
MAT-POS-853c0ffa-13	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccc(F)cc45)C3=O)C2)CC1	3-aminopyridine-like	MAT-POS-853c0ffa-13		False	False	6.082	0.827934				
MAT-POS-853c0ffa-15	CS(=O)(=O)c1ccc2c(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)cncc2c1	Unassigned	MAT-POS-853c0ffa-15		False	False	6.98558	0.103377				
MAT-POS-853c0ffa-16	COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5cc(S(C)(=O)=O)ccc45)C3=O)C2)CC1	Unassigned	MAT-POS-853c0ffa-16		False	False	6.38398	0.413064				
MAT-POS-853c0ffa-22	CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5cc(S(C)(=O)=O)ccc45)C3=O)C2)CC1	Unassigned	MAT-POS-853c0ffa-22		False	False	6.80986	0.154933				
LUO-POS-868e8996-1	CNC(=O)CN1C[C@](C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O	3-aminopyridine-like	LUO-POS-868e8996-1		False	False	7.12048	0.0757737				
LUO-POS-868e8996-2	CNC(=O)CN1C[C@@](C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O	3-aminopyridine-like	LUO-POS-868e8996-2		False	False	4.79335	16.0934				
LUO-POS-868e8996-7	CNC(=O)CN1C[C@@]2(CC(=O)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O	Ugi	LUO-POS-868e8996-7		False	False	6.91177	0.122527				
LUO-POS-868e8996-8	CNC(=O)CN1C[C@]2(CC(=O)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O	Ugi	LUO-POS-868e8996-8		False	False	4.07278	84.5707				
LUO-POS-868e8996-9	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@]3(CC(=O)N(c4cncc5ccccc45)C3=O)C2)CC1	3-aminopyridine-like	LUO-POS-868e8996-9		False	False	7.30103	0.05				
LUO-POS-868e8996-10	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@]3(CC(=O)N(c4cncc5ccccc45)C3=O)C2)CC1	3-aminopyridine-like	LUO-POS-868e8996-10		False	False	4.5203	30.1785				
MAT-POS-777f5926-1	C[C@@H]1NC(=O)c2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12	3-aminopyridine-like	MAT-POS-777f5926-1		False	False	6.34319	0.453745				
MAT-POS-777f5926-2	O=C(Nc1cncc2ccccc12)[C@@H]1CN([C@@H]2CCNC2=O)Cc2ccc(Cl)cc21	3-aminopyridine-like	MAT-POS-777f5926-2		False	False	5.38834	4.08938				
MAT-POS-777f5926-3	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CNC1	3-aminopyridine-like	MAT-POS-777f5926-3		False	False	5.7911	1.61772				
MAT-POS-777f5926-4	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CNC1	3-aminopyridine-like	MAT-POS-777f5926-4		False	False	7.15146	0.0705573				
MAT-POS-dd1fff26-1	CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CC1	3-aminopyridine-like	MAT-POS-dd1fff26-1		False	False	5.33905	4.58091				
MAT-POS-dd1fff26-2	CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1	3-aminopyridine-like	MAT-POS-dd1fff26-2		False	False	7.18546	0.0652438				
ALP-POS-5fe48310-1	CC1(C(=O)Nc2cncc3c2CCCC3)CNS(=O)(=O)c2ccc(Cl)cc21	3-aminopyridine-like	ALP-POS-5fe48310-1		False	False	4.00218	99.5				
LUO-POS-74179f4f-1	CNC(=O)CN1C[C@H](C(=O)Nc2cncc3cc(Cl)ccc23)c2cc(Cl)ccc2C1=O	Ugi	LUO-POS-74179f4f-1		False	False	6.82589	0.149319				
LUO-POS-edefcc0e-1	CNC(=O)CN1C[C@@H](C(=O)Nc2cncc3cc(Cl)ccc23)c2cc(Cl)ccc2C1=O	Ugi	LUO-POS-edefcc0e-1		False	False	6.02739	0.938887				
ALP-POS-4483ae88-2	CNC(=O)CN1CC2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2S1(=O)=O	3-aminopyridine-like	ALP-POS-4483ae88-2		False	False	6.5611	0.274724				
ALP-POS-4483ae88-3	CNC(=O)CN1CC(C(=O)Nc2cncc3c2CCCC3)c2cc(Cl)ccc2C1=O	Ugi	ALP-POS-4483ae88-3		False	False	6.34828	0.448461				
ALP-POS-4483ae88-4	O=C(Nc1cncc2c1CCCC2)C1CNS(=O)(=O)c2ccc(Cl)cc21	3-aminopyridine-like	ALP-POS-4483ae88-4		False	False	6.34497	0.451891				
EDJ-MED-41558c53-6	Cc1nc(CN2CC(C(=O)Nc3cncc4cc(S(C)(=O)=O)ccc34)c3cc(Cl)ccc3C2=O)c[nH]1	3-aminopyridine-like	EDJ-MED-41558c53-6		False	False	6.64568	0.226112				
MAT-POS-b4d6b7fc-1	CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(NS(C)(=O)=O)ccc23)C1	3-aminopyridine-like	MAT-POS-b4d6b7fc-1		False	False	7.13787	0.0728004				
MAT-POS-b4d6b7fc-2	CNC(=O)CN1CC(C(=O)Nc2cncc3cc(NS(C)(=O)=O)ccc23)c2cc(Cl)ccc2C1=O	Ugi	MAT-POS-b4d6b7fc-2		False	False	7.35463	0.0441951				
MAT-POS-b4d6b7fc-5	CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccc(F)cc34)C2=O)C1	3-aminopyridine-like	MAT-POS-b4d6b7fc-5		False	False	6.57424	0.26654				
MAT-POS-b4d6b7fc-6	CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4cccc(Cl)c34)C2=O)C1	3-aminopyridine-like	MAT-POS-b4d6b7fc-6		False	False	5.48423	3.27923				
MAT-POS-b4d6b7fc-8	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4cccc(Cl)c34)C2)CC1	3-aminopyridine-like	MAT-POS-b4d6b7fc-8		False	False	6.58648	0.259133				
MAT-POS-b4d6b7fc-9	N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccc(F)cc34)C2)CC1	3-aminopyridine-like	MAT-POS-b4d6b7fc-9		False	False	6.86451	0.136613				
MAT-POS-78ab8081-2	CN(C)CCOc1ccc2cncc(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)c2c1	Unassigned	MAT-POS-78ab8081-2		False	False	6.93	0.117491				
MAT-POS-78ab8081-3	CNC(=O)c1ccc2cncc(NC(=O)C3CN(S(=O)(=O)CC4(C)CS(=O)(=O)C4)Cc4ccc(Cl)cc43)c2c1	Unassigned	MAT-POS-78ab8081-3		False	False	6.95716	0.110367				
