compound_id	smiles	series	canonical_postera_id	fragalysis_id	acrylamide	chloroacetamide	mpro_fluorescence_pIC50	mpro_fluorescence_IC50_uM	mpro_rapidfire_pIC50	mpro_rapidfire_IC50_uM	trypsin_IC50_uM	trypsin_mpro_selectivity_ratio
RAL-THA-2d450e86-10	O=C(Cc1cccc(F)c1)Nc1cncc2ccccc12	3-aminopyridine-like	RAL-THA-2d450e86-10		False	False	5.73241	1.8518				
RAL-THA-2d450e86-11	COc1cccc(CC(=O)Nc2cncc3ccccc23)c1	3-aminopyridine-like	RAL-THA-2d450e86-11		False	False	4.51638	30.452				
RAL-THA-2d450e86-12	N#Cc1cccc(CC(=O)Nc2cncc3ccccc23)c1	3-aminopyridine-like	RAL-THA-2d450e86-12		False	False	5.73804	1.82792				
RAL-THA-2d450e86-13	Cc1cccc(CC(=O)Nc2cncc3ccccc23)c1	3-aminopyridine-like	RAL-THA-2d450e86-13		False	False	5.31835	4.80454				
RAL-THA-2d450e86-14	O=C(Cc1cc(F)cc(Cl)c1)Nc1cncc2ccccc12	3-aminopyridine-like	RAL-THA-2d450e86-14		False	False	6.41682	0.382986	6.36097	0.435537		
RAL-THA-2d450e86-16	O=C(Cc1cc(F)cc(F)c1)Nc1cncc2ccccc12	3-aminopyridine-like	RAL-THA-2d450e86-16		False	False	6.24455	0.569448	6.09876	0.796605		
RAL-THA-2d450e86-17	N#Cc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1	3-aminopyridine-like	RAL-THA-2d450e86-17		False	False	6.36582	0.430708	6.3953	0.40244		
RAL-THA-2d450e86-19	O=C(Cc1cccc(Cl)c1F)Nc1cncc2ccccc12	3-aminopyridine-like	RAL-THA-2d450e86-19		False	False	4.6279	23.556				
RAL-THA-2d450e86-23	O=C(Cc1cccc(F)c1F)Nc1cncc2ccccc12	3-aminopyridine-like	RAL-THA-2d450e86-23		False	False	4.8797	13.1918				
RAL-THA-2d450e86-26	O=C(Cc1cc(F)ccc1F)Nc1cncc2ccccc12	3-aminopyridine-like	RAL-THA-2d450e86-26		False	False	5.76576	1.71492				
RAL-THA-2d450e86-30	O=C(Cc1cncc(Cl)c1)Nc1cncc2ccccc12	3-aminopyridine-like	RAL-THA-2d450e86-30		False	False	6.00081	0.998147				
RAL-THA-2d450e86-31	O=C(Cc1cccc(C(F)(F)F)c1)Nc1cncc2ccccc12	3-aminopyridine-like	RAL-THA-2d450e86-31		False	False	5.15838	6.94413				
RAL-THA-2d450e86-32	O=C(Cc1ccc(C(F)(F)F)cc1)Nc1cncc2ccccc12	3-aminopyridine-like	RAL-THA-2d450e86-32		False	False	4.60527	24.816				
RAL-THA-2d450e86-33	O=C(Cc1ccc(Cl)cn1)Nc1cncc2ccccc12	3-aminopyridine-like	RAL-THA-2d450e86-33		False	False	4.91239	12.2352				
RAL-THA-2d450e86-34	O=C(Cc1ccncc1Cl)Nc1cncc2ccccc12	3-aminopyridine-like	RAL-THA-2d450e86-34		False	False	4.27905	52.596				
RAL-THA-2d450e86-36	O=C(Cc1ccccc1Cl)Nc1cncc2ccccc12	3-aminopyridine-like	RAL-THA-2d450e86-36		False	False	4.00218	99.5				
RAL-THA-2d450e86-37	O=C(Cc1ccccc1F)Nc1cncc2ccccc12	3-aminopyridine-like	RAL-THA-2d450e86-37		False	False	4.60652	24.7445				
RAL-THA-2d450e86-38	Cc1ccccc1CC(=O)Nc1cncc2ccccc12	3-aminopyridine-like	RAL-THA-2d450e86-38		False	False	4.52967	29.5344				
RAL-THA-2d450e86-39	COc1ccccc1CC(=O)Nc1cncc2ccccc12	3-aminopyridine-like	RAL-THA-2d450e86-39		False	False	4.45611	34.9854				
ALP-UNI-3735e77e-1	O=C1C(c2ccc(Cl)c(Cl)c2)CCCN1c1cncc2ccccc12	3-aminopyridine-like	ALP-UNI-3735e77e-1		False	False	5.84001	1.4454				
ALP-UNI-3735e77e-2	O=C(Nc1cncc2ccccc12)C1CCOc2c(Cl)cc(Cl)cc21	3-aminopyridine-like	ALP-UNI-3735e77e-2		False	False	6.57594	0.2655	6.52583	0.297969		
ALP-UNI-3735e77e-4	O=C(Nc1cncc2ccccc12)C1CCNc2cc(Cl)c(Cl)cc21	3-aminopyridine-like	ALP-UNI-3735e77e-4		False	False	6.81375	0.153551				
MAT-POS-c7771779-1	O=C1CC(O)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2N1	3-aminopyridine-like	MAT-POS-c7771779-1		False	False	4.68286	20.7559				
ALP-POS-869ac754-1	O=C(Nc1cncc2ccccc12)C1CCOc2cc(Cl)c(Cl)cc21	3-aminopyridine-like	ALP-POS-869ac754-1		False	False	6.6865	0.205828	6.50957	0.309337		
ALP-POS-869ac754-2	O=C(Nc1cncc2ccccc12)C1CCOc2c1ccc(Cl)c2Cl	3-aminopyridine-like	ALP-POS-869ac754-2		False	False	5.47966	3.31393				
MAT-POS-6c284e65-1	CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)nc1	3-aminopyridine-like	MAT-POS-6c284e65-1		False	False	6.5424	0.286816	6.47266	0.336773		
ALP-POS-305f6ec3-1	CC(C)(C)c1ccc(N(C(=O)c2cc(C3(O)COC3)on2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-1		False	False	4.58233	26.162				
ALP-POS-305f6ec3-2	CC(C)(C)c1ccc(N(C(=O)c2c[nH]c(=O)s2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-POS-305f6ec3-2		False	False	4.53624	29.0908				
ALP-POS-305f6ec3-3	CC(C)(C)c1ccc(N(C(=O)c2scnc2Cl)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-3		False	False	4.00218	99.5				
ALP-POS-305f6ec3-4	CC(C)(C)c1ccc(N(C(=O)c2cnc(C(C)(C)CF)o2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-4		False	False	4.00218	99.5				
ALP-POS-305f6ec3-5	CC(C)(C)c1ccc(N(C(=O)c2nc3c(s2)CCC3)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-5		False	False	4.00218	99.5				
ALP-POS-305f6ec3-6	CC(C)(C)c1ccc(N(C(=O)c2nc(=O)[nH][nH]2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-POS-305f6ec3-6		False	False	4.00218	99.5				
ALP-POS-305f6ec3-7	Cc1nc(C2CC2)oc1C(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1	Unassigned	ALP-POS-305f6ec3-7		False	False	4.00218	99.5				
ALP-POS-305f6ec3-8	Cc1nc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)nn1-c1nnc[nH]1	Unassigned	ALP-POS-305f6ec3-8		False	False	4.00218	99.5				
ALP-POS-305f6ec3-9	CN1CCn2nc(C(=O)N(c3ccc(C(C)(C)C)cc3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2S1(=O)=O	Unassigned	ALP-POS-305f6ec3-9		False	False	4.00218	99.5				
ALP-POS-305f6ec3-11	CC(C)(C)c1ccc(N(C(=O)c2cn(CCN3CCOCC3)nn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-11		False	False	4.9792	10.4905				
ALP-POS-305f6ec3-12	Cn1cnc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1=O	Ugi	ALP-POS-305f6ec3-12		False	False	4.00218	99.5				
ALP-POS-305f6ec3-13	Cn1c(=O)[nH]c(=O)c2ccc(C(=O)N(c3ccc(C(C)(C)C)cc3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)nc21	Unassigned	ALP-POS-305f6ec3-13		False	False	4.00218	99.5				
ALP-POS-305f6ec3-14	CC(C)(C)c1ccc(N(C(=O)c2c[nH]nn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-POS-305f6ec3-14		False	False	5.93161	1.17055				
ALP-POS-305f6ec3-15	CCc1nc(-c2nnc[nH]2)sc1C(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1	Unassigned	ALP-POS-305f6ec3-15		False	False	4.00218	99.5				
ALP-POS-305f6ec3-16	CC(O)Cc1c(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)[nH][nH]c1=O	Unassigned	ALP-POS-305f6ec3-16		False	False	4.00218	99.5				
ALP-POS-305f6ec3-17	CC(C)(C)c1ccc(N(C(=O)c2nc3cnccc3s2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-17		False	False	4.00218	99.5				
ALP-POS-305f6ec3-18	CC(C)(C)c1ccc(N(C(=O)c2cc(=O)c3c(O)cccc3o2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-18		False	False	4.00218	99.5				
ALP-POS-305f6ec3-19	CC(C)(C)c1ccc(N(C(=O)c2ocnc2C(F)(F)F)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-19		False	False	4.00218	99.5				
ALP-POS-305f6ec3-21	CCOC(=O)Cn1cc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)nn1	Unassigned	ALP-POS-305f6ec3-21		False	False	4.35646	44.0092				
ALP-POS-305f6ec3-22	CC(C)(C)c1ccc(N(C(=O)c2sc(N3CCOCC3)nc2Cl)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-22		False	False	4.00218	99.5				
ALP-POS-305f6ec3-23	COc1cc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)sn1	Ugi	ALP-POS-305f6ec3-23		False	False	4.00218	99.5				
ALP-POS-305f6ec3-24	Cn1c(=O)c2cc(C(=O)N(c3ccc(C(C)(C)C)cc3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)n(C)c2n(C)c1=O	Unassigned	ALP-POS-305f6ec3-24		False	False	4.00218	99.5				
ALP-POS-305f6ec3-25	Cn1nc2c(c1C(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1)CS(=O)(=O)CC2	Unassigned	ALP-POS-305f6ec3-25		False	False	4.00218	99.5				
ALP-POS-305f6ec3-26	Cn1nc(C(=O)N2CCOCC2)cc1C(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1	Unassigned	ALP-POS-305f6ec3-26		False	False	4.03591	92.0649				
ALP-POS-305f6ec3-27	Cn1nncc1C(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1	Ugi	ALP-POS-305f6ec3-27		False	False	4.00218	99.5				
ALP-POS-305f6ec3-28	CC(C)(C)c1ccc(N(C(=O)c2ccc(=O)[nH]n2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-POS-305f6ec3-28		False	False	4.00218	99.5				
ALP-POS-305f6ec3-29	CC(C)(C)c1ccc(N(C(=O)c2cnc(C3CCOC3)s2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-29		False	False	4.00218	99.5				
ALP-POS-305f6ec3-30	Cn1cc(-c2cc(C(=O)N(c3ccc(C(C)(C)C)cc3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)on2)cn1	Unassigned	ALP-POS-305f6ec3-30		False	False	4.00218	99.5				
ALP-POS-305f6ec3-31	CC(C)(C)c1ccc(N(C(=O)c2cc(=O)n3ncnc3[nH]2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-31		False	False	4.00218	99.5				
ALP-POS-305f6ec3-32	Cc1cn2nnc(C(=O)N(c3ccc(C(C)(C)C)cc3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)c2c(=O)[nH]1	Unassigned	ALP-POS-305f6ec3-32		False	False	4.00218	99.5				
ALP-POS-305f6ec3-33	CC(C)(C)c1ccc(N(C(=O)c2c[nH]c(=O)cn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-POS-305f6ec3-33		False	False	4.11285	77.1169				
ALP-POS-305f6ec3-34	CC(C)(C)c1ccc(N(C(=O)c2nc3ncc(CCO)cn3n2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-34		False	False	4.00218	99.5				
ALP-POS-305f6ec3-35	CC(C)(C)c1ccc(N(C(=O)c2n[nH]c(=O)[nH]c2=O)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-POS-305f6ec3-35		False	False	4.00218	99.5				
ALP-POS-305f6ec3-36	COCc1nc(C)c(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)s1	Unassigned	ALP-POS-305f6ec3-36		False	False	4.00218	99.5				
ALP-POS-305f6ec3-37	CC(C)(C)c1ccc(N(C(=O)c2cn(C3COCC3=O)nn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-37		False	False	4.70969	19.5123				
ALP-POS-305f6ec3-38	CC(C)(C)c1ccc(N(C(=O)c2cc(CO)[nH]n2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-POS-305f6ec3-38		False	False	4.72651	18.7712				
ALP-POS-305f6ec3-39	CC(C)(C)c1ccc(N(C(=O)c2cc(=O)[nH]c(=O)[nH]2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-POS-305f6ec3-39		False	False	4.00218	99.5				
ALP-POS-305f6ec3-40	CC(C)(C)c1ccc(N(C(=O)c2nnc(O)cc2O)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-POS-305f6ec3-40		False	False	4.00218	99.5				
ALP-POS-305f6ec3-41	CC(C)(C)c1ccc(N(C(=O)c2cncs2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-POS-305f6ec3-41		False	False	4.61621	24.1984				
ALP-POS-305f6ec3-42	CC(C)(C)c1ccc(N(C(=O)c2nnc(S)[nH]c2=O)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-42		False	False	4.00218	99.5				
ALP-POS-305f6ec3-43	CO[C@@H]1COC[C@H]1n1cc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)nn1	Unassigned	ALP-POS-305f6ec3-43		False	False	4.00218	99.5				
ALP-POS-305f6ec3-44	Cc1cnoc1C(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1	Ugi	ALP-POS-305f6ec3-44		False	False	4.00218	99.5				
ALP-POS-305f6ec3-45	COc1c(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)[nH]c(=O)[nH]c1=O	Unassigned	ALP-POS-305f6ec3-45		False	False	4.00218	99.5				
ALP-POS-305f6ec3-46	Cn1ncc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)n1	Ugi	ALP-POS-305f6ec3-46		False	False	4.75449	17.6001				
ALP-POS-305f6ec3-49	CC(C)(C)c1ccc(N(C(=O)c2cnco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-POS-305f6ec3-49		False	False	5.32074	4.77813				
ALP-POS-305f6ec3-50	Cn1cc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)ncc1=O	Ugi	ALP-POS-305f6ec3-50		False	False	4.00218	99.5				
ALP-POS-305f6ec3-51	CC(C)(C)c1ccc(N(C(=O)c2[nH]nc(O)c2CCO)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-51		False	False	4.00218	99.5				
ALP-POS-305f6ec3-52	CC(C)(C)c1ccc(N(C(=O)c2c[nH]c(=O)[nH]2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-POS-305f6ec3-52		False	False	4.79812	15.9178				
ALP-POS-305f6ec3-53	COCCn1nc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)ccc1=O	Unassigned	ALP-POS-305f6ec3-53		False	False	4.00218	99.5				
ALP-POS-305f6ec3-55	Cn1cnc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)n1	Ugi	ALP-POS-305f6ec3-55		False	False	4.12988	74.151				
ALP-POS-305f6ec3-56	Cn1cc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)n(C)c1=O	Ugi	ALP-POS-305f6ec3-56		False	False	4.00218	99.5				
ALP-POS-305f6ec3-57	Cn1c(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c[nH]c1=O	Ugi	ALP-POS-305f6ec3-57		False	False	4.00218	99.5				
ALP-POS-305f6ec3-58	CC(C)(C)c1ccc(N(C(=O)c2nc(CN3CCOCC3)cs2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Unassigned	ALP-POS-305f6ec3-58		False	False	4.00218	99.5				
ALP-POS-305f6ec3-59	CC(C)(C)c1ccc(N(C(=O)c2cc(=O)[nH][nH]2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	ALP-POS-305f6ec3-59		False	False	4.4012	39.7009				
EDJ-MED-3c65e9ce-2	CC(=O)N1CCN(CC(=O)Nc2cnccc2C2CC2)CC1	3-aminopyridine-like	EDJ-MED-3c65e9ce-2		False	False	4.00218	99.5				
EDJ-MED-3c65e9ce-3	CC(=O)N1CCN(CC(=O)Nc2cnccc2-c2ccccc2)CC1	3-aminopyridine-like	EDJ-MED-3c65e9ce-3		False	False	4.00218	99.5				
EDJ-MED-3c65e9ce-4	Cc1ccncc1NC(=O)CN1CCC(C)CC1	3-aminopyridine-like	EDJ-MED-3c65e9ce-4		False	False	4.30848	49.1501				
EDJ-MED-12c115cc-1	O=C(Nc1cncc2ccccc12)[C@@H]1COc2ccc(Cl)cc21	3-aminopyridine-like	EDJ-MED-12c115cc-1		False	False	6.25148	0.560424	6.56392	0.272945		
EDJ-MED-12c115cc-2	O=C(Nc1cncc2ccccc12)[C@H]1COc2ccc(Cl)cc21	3-aminopyridine-like	EDJ-MED-12c115cc-2		False	False	4.27247	53.3988				
EDJ-MED-4c7486ba-8	NS(=O)(=O)c1[nH]ncc1C(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21	3-aminopyridine-like	EDJ-MED-4c7486ba-8		False	False	5.70113	1.99008				
EDJ-MED-4c7486ba-9	O=C(NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)[C@]1(O)CCSC1	3-aminopyridine-like	EDJ-MED-4c7486ba-9		False	False	5.71277	1.93745				
LON-WEI-f8a636e2-1	O=C(NCc1cccs1)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O	Ugi	LON-WEI-f8a636e2-1		False	False	4.00218	99.5	4.08627	81.9849		
LON-WEI-b2874fec-1	O=C1CCCN1Cc1cccc(C(=O)N2CCC(C3CCNC3)CC2)c1	Unassigned	LON-WEI-b2874fec-1		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-2	Cc1ccc(Nc2ccccc2C(=O)N2CCC(C3CCNC3)CC2)cc1	Unassigned	LON-WEI-b2874fec-2		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-3	CS(=O)(=O)Nc1ccc(Cl)cc1C(=O)N1CCC(C2CCNC2)CC1	Unassigned	LON-WEI-b2874fec-3		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-4	O=C1CCc2cc(C(=O)N3CCC(C4CCNC4)CC3)ccc2N1	Unassigned	LON-WEI-b2874fec-4		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-5	Cc1cc(C(=O)N2CCC(C3CCNC3)CC2)cc(S(=O)(=O)N(C)C)c1C	Unassigned	LON-WEI-b2874fec-5		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-6	Cc1c(C(=O)N2CCC(C3CCNC3)CC2)cccc1-c1ccccn1	Unassigned	LON-WEI-b2874fec-6		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-7	CCCOc1c(Cl)cc(C(=O)N2CCC(C3CCNC3)CC2)cc1OCC	Unassigned	LON-WEI-b2874fec-7		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-8	CC(C)OCc1cc(C(=O)N2CCC(C3CCNC3)CC2)ccc1F	Unassigned	LON-WEI-b2874fec-8		False	False	4.00218	99.5				
LON-WEI-b2874fec-9	O=C(c1cccc(N2CCCNC2=O)c1)N1CCC(C2CCNC2)CC1	Unassigned	LON-WEI-b2874fec-9		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-10	CN1CCN(c2ccc(F)cc2C(=O)N2CCC(C3CCNC3)CC2)CC1	Unassigned	LON-WEI-b2874fec-10		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-11	Cc1cc(C(=O)N2CCC(C3CCNC3)CC2)cc(C)c1OC(F)F	Unassigned	LON-WEI-b2874fec-11		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-12	CS(=O)(=O)c1ccccc1C(=O)N1CCC(C2CCNC2)CC1	Unassigned	LON-WEI-b2874fec-12		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-13	CCc1ccc(S(C)(=O)=O)cc1C(=O)N1CCC(C2CCNC2)CC1	Unassigned	LON-WEI-b2874fec-13		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-14	O=C(c1ccc2[nH]c(C(F)F)nc2c1)N1CCC(C2CCNC2)CC1	Unassigned	LON-WEI-b2874fec-14		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-15	O=C(Nc1ccccc1)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O	Ugi	LON-WEI-b2874fec-15		False	False	4.00218	99.5	4.00086	99.8017		
LON-WEI-b2874fec-16	O=C(Nc1ccc(Cl)cc1)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O	Ugi	LON-WEI-b2874fec-16		False	False	4.00218	99.5	4.18695	65.02		
LON-WEI-b2874fec-17	Cc1cccc(NC(=O)[C@@H](c2ccccc2)N2Cc3ccccc3C2=O)n1	Ugi	LON-WEI-b2874fec-17		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-18	O=C(Nc1ccncc1)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O	Ugi	LON-WEI-b2874fec-18		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-19	O=C(Nc1ccc(F)cc1)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O	Ugi	LON-WEI-b2874fec-19		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-20	COCCNC(=O)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O	Ugi	LON-WEI-b2874fec-20		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-21	O=C(NCC1=[SH]C=CC1)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O	Ugi	LON-WEI-b2874fec-21		False	False	4.00218	99.5	4.08627	81.9849		
LON-WEI-b2874fec-22	O=C(NCCc1ccccc1)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O	Ugi	LON-WEI-b2874fec-22		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-23	N#Cc1ccccc1NC(=O)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O	Ugi	LON-WEI-b2874fec-23		False	False	4.00218	99.5	4.23768	57.8523		
LON-WEI-b2874fec-24	O=C(Nc1cccc(F)c1)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O	Ugi	LON-WEI-b2874fec-24		False	False	4.00218	99.5	4.22245	59.9177		
LON-WEI-b2874fec-25	O=C(Nc1cccnc1)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O	Ugi	LON-WEI-b2874fec-25		False	False	4.00218	99.5	4.22479	59.5944		
LON-WEI-b2874fec-26	CNCC1CCCN(C(=O)[C@@H](c2ccccc2)N2Cc3ccccc3C2=O)C1	Unassigned	LON-WEI-b2874fec-26		False	False	4.00218	99.5	4.00436	99		
LON-WEI-b2874fec-27	CN(C)C(=O)C(CNC(=O)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O)c1ccccc1	Ugi	LON-WEI-b2874fec-27		False	False	4.00218	99.5	4.00436	99		
JOH-UNI-61f30276-2	O=c1[nH]c(Cc2cccc(C(F)(F)F)c2)nc2cnccc12	Unassigned	JOH-UNI-61f30276-2		False	False	4.00218	99.5				
JOH-UNI-61f30276-3	O=c1[nH]c(Cc2cccc(S(F)(F)(F)(F)F)c2)nc2cnccc12	Unassigned	JOH-UNI-61f30276-3		False	False	4.00218	99.5				
MAT-POS-281d2ee9-1	CC(C(N)=O)c1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1	3-aminopyridine-like	MAT-POS-281d2ee9-1		False	False	5.5814	2.62182				
MAT-POS-281d2ee9-3	O=C(Cc1cc(Cl)cc(-c2nnn[nH]2)c1)Nc1cncc2ccccc12	3-aminopyridine-like	MAT-POS-281d2ee9-3		False	False	4.66969	21.395				
EDJ-MED-92e193ae-1	O=C(Nc1cncc2ccccc12)[C@@H]1CCNc2ccc(Cl)cc21	3-aminopyridine-like	EDJ-MED-92e193ae-1		False	False	6.63785	0.230226	6.74249	0.180931		
EDJ-MED-92e193ae-2	O=C(Nc1cncc2ccccc12)[C@H]1CCNc2ccc(Cl)cc21	3-aminopyridine-like	EDJ-MED-92e193ae-2		False	False	4.00218	99.5				
ALP-POS-e980f4ea-26	O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cnc[nH]1)C1CCN(c2ccccc2F)C1	Ugi	ALP-POS-e980f4ea-26		False	False	4.00436	99				
ALP-POS-e980f4ea-31	O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cnc[nH]1)C1CCN(c2ccccc2)C1	Ugi	ALP-POS-e980f4ea-31		False	False	4.00436	99				
ALP-POS-e980f4ea-32	O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cnc[nH]1)c1ccc(OC2CCOC2)cc1	Ugi	ALP-POS-e980f4ea-32		False	False	4.58812	25.8154				
ALP-POS-e980f4ea-54	CC(c1ccccc1)N(C(=O)c1cnc[nH]1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1	Ugi	ALP-POS-e980f4ea-54		False	False	4.00436	99				
